Part#|Plant|Warehouse|Inv. Lov|QTY|Dept|Stock Date
7137229750|1815|181|D01-02B01|5000.000|F|20251205
7137229750|1815|181|D01-02B01|5000.000|F|20251205
71851965|1815|181|D02-06A02|96.000|F|20250107
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20241209
71851965|1815|181|D02-02B01|96.000|F|20250107
71851965|1815|181|D02-02B01|96.000|F|20250107
71851965|1815|181|D02-02B01|96.000|F|20250107
71851965|1815|181|D02-02B01|96.000|F|20250107
71851965|1815|181|D02-02B01|96.000|F|20250107
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D02-03D01|14000.000|F|20260130
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137274170|1815|181|D03-03D01|14000.000|F|20250923
7137219580|1815|181|D02-03B01|10000.000|F|20240830
7137219580|1815|181|D02-03B01|10000.000|F|20240830
7137219580|1815|181|D02-03B01|10000.000|F|20240830
7137219580|1815|181|D02-03B01|10000.000|F|20240830
7137219580|1815|181|D02-03B01|10000.000|F|20240830
7137219580|1815|181|D02-03B01|10000.000|F|20240830
7137219580|1815|181|D02-03B01|10000.000|F|20241021
7137219580|1815|181|D02-04B01|10000.000|F|20240920
7137274170|1815|181|D02-05D02|14000.000|F|20260129
7137274170|1815|181|D01-04D01|14000.000|F|20260129
7137274170|1815|181|D01-04D01|14000.000|F|20260129
7137274170|1815|181|D01-04D01|14000.000|F|20260129
7137274170|1815|181|D01-04D01|14000.000|F|20260129
7137274170|1815|181|D02-03D01|14000.000|F|20251115
7137274170|1815|181|D01-05D02|14000.000|F|20260106
7137274170|1815|181|D01-05D02|14000.000|F|20260106
7137274170|1815|181|D01-05D02|14000.000|F|20260106
7137274170|1815|181|D01-05D02|14000.000|F|20260106
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20241218
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250320
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250120
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250127
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250309
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250227
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
71851965|1815|181|TRAILER01|96.000|F|20250116
