Inventory Location|Box Unit|Part No.||Dept
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C12|172|000000007188892070|20260201|E
3YC|E13-01C14|172|000000007188892070|20260201|E
3YC|E13-01C02|172|000000007188892070|20260131|E
3YC|E13-01C02|172|000000007188892070|20260131|E
3YC|E13-01C02|172|000000007188892070|20260131|E
3YC|E13-01C02|172|000000007188892070|20260131|E
3YC|E13-01C02|172|000000007188892070|20260131|E
3YC|E13-01C02|172|000000007188892070|20260131|E
3YC|E13-01C02|172|000000007188892070|20260201|E
3YC|E13-01C02|172|000000007188892070|20260201|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C03|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C04|172|000000007188892070|20260202|E
3YC|E13-01C06|172|000000007188892070|20260202|E
3YC|E13-01C06|172|000000007188892070|20260202|E
3YC|E13-01C06|172|000000007188892070|20260202|E
3YC|E13-01C06|172|000000007188892070|20260202|E
3YC|E13-01C06|172|000000007188892070|20260202|E
3YC|E13-01C06|172|000000007188892070|20260202|E
3YC|E13-01C06|172|000000007188892070|20260202|E
3YC|E13-01C06|172|000000007188892070|20260202|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C10|172|000000007188892070|20260201|E
3YC|E13-01C07|172|000000007188892070|20260202|E
3YC|E13-01C07|172|000000007188892070|20260202|E
3YC|E13-01C07|172|000000007188892070|20260202|E
3YC|E13-01C07|172|000000007188892070|20260202|E
3YC|E13-01C07|172|000000007188892070|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-04A01|120|000000007198482670|20260202|E
1YC|A03-02D01|120|000000007198482670|20260202|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-05B02|120|000000007198482670|20260202|E
1YC|A03-05B02|120|000000007198482670|20260202|E
1YC|A03-05B02|120|000000007198482670|20260202|E
1YC|A03-05B02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
1YC|A03-05A02|120|000000007198482670|20260202|E
901|0007477073|120|000000007198482670|20251217|E
901|0007472625|300|000000000071733440|20251223|E
901|0007472625|300|000000000071733440|20251223|E
901|0007472660|160|000000000071735552|20251228|E
901|0007472660|160|000000000071735552|20260102|E
901|0007476100|324|000000007187919230|20260103|E
901|0007472659|160|000000000071735552|20260107|E
901|0007542419|300|000000000071733440|20260109|E
901|0007472628|300|000000000071733440|20260110|E
901|0007472628|300|000000000071733440|20260110|E
3YC|URGE01|300|000000000071733440|20260110|E
3YC|URGE01|300|000000000071733440|20260110|E
901|0007476090|324|000000007187919230|20260116|E
CA1|CA127|300|000000000071733440|20260127|E
3YC|E17-01B09|324|000000007187919230|20260126|E
3YC|E17-01B09|324|000000007187919230|20260126|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260127|E
3YC|E17-01B09|324|000000007187919230|20260128|E
3YC|E17-01B09|324|000000007187919230|20260128|E
3YC|E17-01B09|324|000000007187919230|20260128|E
3YC|E17-01B09|324|000000007187919230|20260128|E
3YC|E17-01B09|324|000000007187919230|20260128|E
3YC|E17-01B09|324|000000007187919230|20260128|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260129|E
3YC|E17-01B10|324|000000007187919230|20260130|E
3YC|E17-01B10|324|000000007187919230|20260130|E
3YC|E17-01B10|324|000000007187919230|20260130|E
3YC|E17-01B10|324|000000007187919230|20260130|E
3YC|E17-01B08|324|000000007187919230|20260124|E
3YC|E17-01B08|324|000000007187919230|20260125|E
3YC|E17-01B08|324|000000007187919230|20260125|E
3YC|E17-01B08|324|000000007187919230|20260126|E
CA1|CA234|300|000000000071733440|20260130|E
CA1|CA234|300|000000000071733440|20260130|E
CA1|CA219|324|000000007187919230|20260130|E
3YC|E17-01B08|324|000000007187919230|20260130|E
3YC|E17-01B08|324|000000007187919230|20260130|E
3YC|E17-01B08|324|000000007187919230|20260130|E
3YC|E17-01B08|324|000000007187919230|20260130|E
3YC|E17-01B08|324|000000007187919230|20260130|E
3YC|E17-01B08|324|000000007187919230|20260130|E
3YC|H01-01A07|324|000000007187919230|20260122|E
3YC|H01-01A31|160|000000000071735552|20260124|E
3YC|H01-01A34|20|000000000071735552|20260130|E
3YC|H01-01A36|160|000000000071735552|20260130|E
3YC|H01-01A36|160|000000000071735552|20260130|E
3YC|H01-01A06|160|000000000071735552|20260131|E
3YC|H01-01A06|160|000000000071735552|20260131|E
3YC|H01-01A08|160|000000000071735552|20260131|E
3YC|H01-01A07|160|000000000071735552|20260131|E
3YC|H01-01A07|160|000000000071735552|20260131|E
3YC|H01-01A07|160|000000000071735552|20260131|E
3YC|H01-01A34|160|000000000071735552|20260131|E
3YC|H01-01A33|160|000000000071735552|20260131|E
3YC|H01-01A33|160|000000000071735552|20260131|E
3YC|H01-01A33|160|000000000071735552|20260131|E
3YC|H01-01A11|324|000000007187919230|20260121|E
3YC|H01-01A15|160|000000000071735552|20260129|E
3YC|H01-01A15|160|000000000071735552|20260130|E
3YC|H01-01A15|160|000000000071735552|20260130|E
3YC|H01-01A17|160|000000000071735552|20260128|E
3YC|H01-01A19|324|000000007187919230|20251210|E
3YC|H01-01A21|160|000000000071735552|20260128|E
3YC|H01-01A21|120|000000007186975130|20260131|E
3YC|H01-01A21|120|000000007186975130|20260131|E
3YC|H01-01A21|120|000000007186975130|20260131|E
3YC|H01-01A21|120|000000007186975130|20260131|E
3YC|H01-01A21|120|000000007186975130|20260131|E
3YC|H01-01A21|120|000000007186975130|20260131|E
3YC|H01-01A22|324|000000007187919230|20260117|E
3YC|H01-01A24|160|000000000071735552|20260130|E
3YC|H01-01A24|160|000000000071735552|20260130|E
3YC|H01-01A29|324|000000007187919230|20260121|E
3YC|H01-01A30|160|000000000071735552|20260130|E
3YC|H01-01A30|160|000000000071735552|20260201|E
3YC|H01-01A30|160|000000000071735552|20260201|E
3YC|H01-01A30|160|000000000071735552|20260131|E
CA1|CA243|300|000000000071733440|20260201|E
3YC|H01-01A97|324|000000007187919230|20260109|E
3YC|H01-01A97|324|000000007187919230|20260109|E
3YC|H01-01A98|324|000000007187919230|20260109|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260201|E
3YC|E17-01B13|324|000000007187919230|20260131|E
3YC|H01-01A13|160|000000000071735552|20260131|E
3YC|H01-01A13|160|000000000071735552|20260131|E
3YC|H01-01A18|160|000000000071735552|20260130|E
3YC|H01-01A18|160|000000000071735552|20260130|E
3YC|H01-01A18|160|000000000071735552|20260130|E
3YC|H01-01A18|160|000000000071735552|20260130|E
3YC|H01-01A18|160|000000000071735552|20260130|E
3YC|H01-01A12|120|000000007186975130|20260201|E
3YC|H01-01A12|120|000000007186975130|20260201|E
3YC|H01-01A12|120|000000007186975130|20260201|E
3YC|H01-01A12|120|000000007186975130|20260201|E
3YC|H01-01A12|120|000000007186975130|20260201|E
CA1|CA145|324|000000007187919230|20260202|E
CA1|CA145|324|000000007187919230|20260202|E
3YC|E17-01B08|324|000000007187919230|20260131|E
3YC|E17-01B08|324|000000007187919230|20260131|E
3YC|E17-01B10|324|000000007187919230|20260201|E
3YC|E17-01B10|324|000000007187919230|20260201|E
3YC|E17-01B10|324|000000007187919230|20260202|E
3YC|E17-01B10|324|000000007187919230|20260202|E
3YC|E17-01B10|324|000000007187919230|20260202|E
3YC|E17-01B10|324|000000007187919230|20260202|E
3YC|E17-01B10|324|000000007187919230|20260202|E
3YC|E17-01B10|324|000000007187919230|20260202|E
3YC|E17-01B09|324|000000007187919230|20260202|E
3YC|E17-01B09|324|000000007187919230|20260202|E
CA1|CA203|120|000000007198482670|20260202|E
CA1|CA203|120|000000007198482670|20260202|E
CA1|CA203|120|000000007198482670|20260202|E
CA1|CA110|300|000000000071733440|20260203|E
3YC|G01-01A03|160|000000000071735552|20260124|E
3YC|G01-01A03|324|000000007187919230|20260122|E
3YC|G01-01A04|324|000000007187919230|20260122|E
3YC|G01-01A04|160|000000000071735552|20260130|E
3YC|G01-01A05|160|000000000071735552|20260130|E
3YC|G01-01A06|324|000000007187919230|20251210|E
3YC|G01-01A07|160|000000000071735552|20260130|E
3YC|G01-01A07|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260131|E
3YC|G01-01A09|160|000000000071735552|20260131|E
3YC|G01-01A09|160|000000000071735552|20260131|E
3YC|G01-01A09|160|000000000071735552|20260131|E
3YC|G01-01A09|160|000000000071735552|20260131|E
3YC|G01-01A09|160|000000000071735552|20260131|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260131|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260131|E
3YC|G01-01A09|160|000000000071735552|20260129|E
3YC|G01-01A09|160|000000000071735552|20260129|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A09|160|000000000071735552|20260130|E
3YC|G01-01A12|160|000000000071735552|20260129|E
3YC|G01-01A12|160|000000000071735552|20260129|E
3YC|G01-01A12|160|000000000071735552|20260129|E
3YC|G01-01A11|160|000000000071735552|20260129|E
3YC|G01-01A11|160|000000000071735552|20260201|E
3YC|G01-01A11|160|000000000071735552|20260201|E
3YC|G01-01A11|160|000000000071735552|20260201|E
3YC|G01-01A11|160|000000000071735552|20260201|E
3YC|G01-01A11|160|000000000071735552|20260201|E
3YC|G01-01A14|324|000000007187919230|20260120|E
3YC|G01-01A18|160|000000000071735552|20260129|E
3YC|G01-01A18|160|000000000071735552|20260201|E
3YC|G01-01A17|160|000000000071735552|20260131|E
3YC|G01-01A21|160|000000000071735552|20260124|E
3YC|G01-01A20|160|000000000071735552|20260130|E
3YC|G01-01A20|160|000000000071735552|20260130|E
3YC|G01-01A19|324|000000007187919230|20251210|E
3YC|G01-01A22|160|000000000071735552|20260201|E
3YC|G01-01A23|324|000000007187919230|20260123|E
1YC|A03-02D01|120|000000007198482670|20260202|E
1YC|A03-02D01|120|000000007198482670|20260202|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
1YC|A03-02D01|120|000000007198482670|20260203|E
3YC|G01-01A26|160|000000000071735552|20260201|E
3YC|G01-01A26|120|000000007186975130|20260201|E
3YC|G01-01A50|324|000000007187919230|20260117|E
3YC|G01-01A50|324|000000007187919230|20260117|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
CA1|CA103|300|000000000071733440|20260203|E
3YC|G01-01A53|160|000000000071735552|20260201|E
3YC|G01-01A53|160|000000000071735552|20260201|E
3YC|G01-01A53|160|000000000071735552|20260201|E
3YC|G01-01A53|160|000000000071735552|20260201|E
1YC|A03-05B02|300|000000000071733440|20260203|E
3YC|E03-01A08|160|000000000071735552|20260130|E
3YC|G01-01A73|324|000000007187919230|20251210|E
3YC|G01-01A56|160|000000000071735552|20260201|E
3YC|G01-01A56|160|000000000071735552|20260201|E
3YC|H01-01A09|160|000000000071735552|20260128|E
3YC|E17-01B08|324|000000007187919230|20260202|E
3YC|E17-01B08|324|000000007187919230|20260202|E
3YC|E17-01B08|324|000000007187919230|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
3YC|G01-01A25|120|000000007186975130|20260202|E
CA1|CA206|300|000000000071733440|20260203|E
CA1|CA206|300|000000000071733440|20260203|E
CA1|CA206|300|000000000071733440|20260203|E
CA1|CA206|300|000000000071733440|20260203|E
CA1|CA206|300|000000000071733440|20260203|E
CA1|CA206|300|000000000071733440|20260203|E
3YC|E17-01B11|324|000000007187919230|20260201|E
3YC|E17-01B11|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260202|E
3YC|E17-01B12|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260201|E
3YC|E17-01B12|324|000000007187919230|20260202|E
3YC|E17-01B12|324|000000007187919230|20260131|E
3YC|E17-01B12|324|000000007187919230|20260131|E
3YC|E17-01B12|324|000000007187919230|20260131|E
3YC|E17-01B12|324|000000007187919230|20260131|E
CA1|CA137|300|000000000071733440|20260203|E
1YC|A01-03B02|120|000000007198482670|20260202|E
1YC|A01-03B02|120|000000007198482670|20260202|E
1YC|A01-03B02|120|000000007198482670|20260202|E
1YC|A01-03B02|120|000000007198482670|20260202|E
1YC|A01-03B02|120|000000007198482670|20260202|E
1YC|A01-03B02|120|000000007198482670|20260202|E
1YC|A01-03B02|120|000000007198482670|20260202|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
1YC|A01-03B02|120|000000007198482670|20260203|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA208|300|000000000071733440|20260204|E
CA1|CA145|120|000000007198482670|20260204|E
CA1|CA145|120|000000007198482670|20260204|E
CA1|CA145|120|000000007198482670|20260204|E
CA1|CA145|120|000000007198482670|20260204|E
CA1|CA145|120|000000007198482670|20260204|E
CA1|CA145|120|000000007198482670|20260204|E
CA1|CA145|120|000000007198482670|20260204|E
CA1|CA145|120|000000007198482670|20260204|E
CA1|CA145|120|000000007198482670|20260203|E
CA1|CA145|120|000000007198482670|20260203|E
3YC|E17-01B11|324|000000007187919230|20260131|E
3YC|E17-01B11|324|000000007187919230|20260131|E
3YC|E17-01B11|324|000000007187919230|20260131|E
3YC|E17-01B11|324|000000007187919230|20260203|E
3YC|E17-01B11|324|000000007187919230|20260131|E
3YC|E17-01B11|324|000000007187919230|20260203|E
3YC|E17-01B11|324|000000007187919230|20260203|E
3YC|E17-01B11|324|000000007187919230|20260203|E
3YC|E17-01B11|324|000000007187919230|20260203|E
3YC|E17-01B11|324|000000007187919230|20260203|E
CA1|CA223|324|000000007187919230|20260203|E
CA1|CA223|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260201|E
3YC|E17-01B08|324|000000007187919230|20260202|E
3YC|E17-01B08|324|000000007187919230|20260202|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260203|E
3YC|E17-01B08|324|000000007187919230|20260202|E
3YC|E17-01B08|324|000000007187919230|20260201|E
3YC|E17-01B08|324|000000007187919230|20260131|E
3YC|E17-01B08|324|000000007187919230|20260131|E
3YC|E17-01B08|324|000000007187919230|20260201|E
3YC|E17-01B08|324|000000007187919230|20260201|E
3YC|E17-01B08|324|000000007187919230|20260201|E
901|0007476096|324|000000007187919230|20260204|E
901|0007476096|324|000000007187919230|20260204|E
901|0007476096|324|000000007187919230|20260204|E
901|0007476096|324|000000007187919230|20260204|E
901|0007476096|324|000000007187919230|20260204|E
901|0007476096|324|000000007187919230|20260204|E
3YC|E06-01B10|160|000000000071735552|20260127|E
3YC|H01-01A33|160|000000000071735552|20260201|E
901|0007477012|40|000000007198364230|20260111|E
3YC|H01-01A02|40|000000007198364230|20260110|E
3YC|H01-01A08|120|000000007186975130|20260131|E
3YC|H01-01A31|20|000000007198364230|20260130|E
3YC|H01-01A31|20|000000007198364230|20260130|E
3YC|H01-01A32|40|000000007198364230|20260111|E
3YC|H01-01A33|40|000000007198364230|20260111|E
3YC|H01-01A33|40|000000007198364230|20260111|E
3YC|H01-01A33|40|000000007198364230|20260111|E
3YC|H01-01A33|40|000000007198364230|20260111|E
3YC|H01-01A36|40|000000007198364230|20260110|E
3YC|H01-01A36|40|000000007198364230|20260111|E
3YC|E28-01A05|1296|000000000071720241|20260131|E
3YC|E28-01A05|1296|000000000071720241|20260131|E
3YC|E28-01A05|1296|000000000071720241|20260131|E
3YC|H01-01A31|40|000000007198364230|20260131|E
3YC|H01-01A34|40|000000007198364230|20260131|E
3YC|H01-01A33|40|000000007198364230|20260131|E
3YC|H01-01A33|40|000000007198364230|20260131|E
3YC|H01-01A36|40|000000007198364230|20260131|E
3YC|H01-01A10|120|000000007186975130|20260131|E
3YC|H01-01A10|120|000000007186975130|20260131|E
3YC|H01-01A17|40|000000007198364230|20260131|E
3YC|H01-01A17|40|000000007198364230|20260131|E
3YC|H01-01A17|40|000000007198364230|20260131|E
3YC|H01-01A17|40|000000007198364230|20260131|E
3YC|H01-01A17|40|000000007198364230|20260131|E
3YC|H01-01A19|120|000000007186975130|20260201|E
