Fecha|Part#|Turno|Piezas|Estandar|Cost|Linea|Celda|Planta|Dado|Time
20251205|7123501430|2|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|002415
20251029|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|002119
20251017|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|082138
20251115|71851037|1|250.000|250.000|40.77|E1C11001|E1C|1815|C11-02|082138
20251026|71741047|1|160.000|160.000|30.60|E1C11001|E1C|1815|C11-02|115124
20251115|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|111538
20251004|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|144320
20251011|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|144212
20251130|71232865|1|1500.000|1500.000|71.21|E1C11001|E1C|1815|C11-02|144212
20251122|71734533|2|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|023624
20251129|7173453240|2|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|023624
20251206|7152550130|2|180.000|180.000|28.69|E1C11001|E1C|1815|C11-02|023612
20251015|7172179930|1|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|094627
20251108|7152550130|1|180.000|180.000|28.69|E1C11001|E1C|1815|C11-02|134319
20251018|7152565930|1|180.000|180.000|28.63|E1C11001|E1C|1815|C11-02|134146
20251125|7172179730|1|120.000|120.000|10.06|E1C11001|E1C|1815|C11-02|134102
20251006|7172179930|1|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|090019
20251009|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|090019
20251018|7123501430|2|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|224317
20251111|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|085951
20251127|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|085943
20251205|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|085938
20251008|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|104949
20251101|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|172301
20251123|71295503|1|4000.000|4000.000|143.76|E1C11001|E1C|1815|C11-02|172301
20251128|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|172301
20251012|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|172334
20251124|7172179930|1|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|172334
20251012|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|172448
20251107|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|172448
20251008|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|172508
20251109|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|172508
20251019|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|171325
20251016|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|172220
20251201|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|171335
20251025|7158617440|1|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|144949
20251004|7185052751|1|250.000|250.000|45.50|E1C11001|E1C|1815|C11-02|144931
20251101|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|144850
20251028|71235125|1|2000.000|2000.000|45.17|E1C11001|E1C|1815|C11-02|125312
20251027|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|125252
20251029|71226040|1|1200.000|1200.000|83.14|E1C11001|E1C|1815|C11-02|125252
20251009|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|081946
20251016|7152550130|1|180.000|180.000|28.69|E1C11001|E1C|1815|C11-02|082418
20251019|7183632130|1|2000.000|2000.000|60.79|E1C11001|E1C|1815|C11-02|082418
20251124|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|080240
20251105|7185106630|1|800.000|800.000|82.37|E1C11001|E1C|1815|Y1|172457
20251011|7047722430|1|3500.000|3500.000|33.31|E1C11001|E1C|1815|C11-02|110656
20251101|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|094731
20251017|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|082546
20251030|71734535|2|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|235350
20251028|7123501430|1|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|082554
20251111|7152565930|1|180.000|180.000|28.63|E1C11001|E1C|1815|C11-02|115123
20251126|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|115123
20251021|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|082139
20251021|7174105140|1|160.000|160.000|33.13|E1C11001|E1C|1815|C11-02|103629
20251125|7172179730|1|120.000|120.000|10.06|E1C11001|E1C|1815|C11-02|110518
20251127|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|104859
20251204|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|235336
20251130|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|144319
20251130|7185052751|1|250.000|250.000|45.50|E1C11001|E1C|1815|C11-02|144828
20251102|7123142440|1|4500.000|4500.000|309.31|E1C11001|E1C|1815|C11-02|155531
20251130|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|144933
20251217|7173453440|1|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|144933
20251023|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|171151
20251019|7152565930|1|180.000|180.000|28.63|E1C11001|E1C|1815|C11-02|140906
20251113|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|141317
20251113|71295503|2|4000.000|4000.000|143.76|E1C11001|E1C|1815|C11-02|214535
20251020|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|144206
20251024|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|161230
20251130|7172179930|1|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|171336
20251212|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|171336
20251124|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|153515
20251218|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|152351
20251011|7152550130|1|180.000|180.000|28.69|E1C11001|E1C|1815|C11-02|152403
20251016|7123422040|1|800.000|800.000|96.68|E1C11001|E1C|1815|C11-02|152536
20251110|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|152536
20251013|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|224405
20251026|7123501430|2|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|224401
20251204|7147880330|2|2000.000|2000.000|74.87|E1C11001|E1C|1815|C11-02|225153
20251023|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|151247
20251122|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|133815
20251111|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|162140
20251118|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|133802
20251214|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|162140
20251026|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|101829
20251125|7172179730|1|120.000|120.000|10.06|E1C11001|E1C|1815|C11-02|101829
20251130|7122412330|1|700.000|700.000|58.73|E1C11001|E1C|1815|C11-02|071538
20251119|7157641140|1|5000.000|5000.000|142.35|E1C11001|E1C|1815|C11-02|130950
20251112|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|094641
20251024|7123746440|1|1800.000|1800.000|116.38|E1C11001|E1C|1815|C11-02|094632
20251121|7158617440|1|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|094632
20251019|7158617440|1|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|161435
20251103|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|161435
20251201|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|081844
20251103|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|081847
20251107|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|134139
20251213|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|081925
20251011|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|171117
20251012|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|171117
20251020|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|074653
20251019|7152565930|1|180.000|180.000|28.63|E1C11001|E1C|1815|C11-02|075732
20251015|71479095|1|5000.000|5000.000|106.89|E1C11001|E1C|1815|C11-02|090011
20251213|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|071535
20251111|7152565930|1|180.000|180.000|28.63|E1C11001|E1C|1815|C11-02|130549
20251127|71831616|1|4000.000|4000.000|102.91|E1C11001|E1C|1815|C11-02|171615
20251026|7158708050|2|6000.000|6000.000|131.38|E1C11001|E1C|1815|C11-02|221857
20251203|7172179930|1|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|152533
20251214|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|161143
20251025|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|101519
20251118|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|101519
20251027|71721585|1|2500.000|2500.000|95.07|E1C11001|E1C|1815|C11-02|145129
20251127|7173453240|2|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|002326
20251119|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|101540
20251204|7158617440|1|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|164531
20251023|7152565930|2|180.000|180.000|28.63|E1C11001|E1C|1815|C11-02|002108
20251112|71734533|2|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|002111
20251216|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|144747
20251218|7123501430|1|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|172427
20251006|7185052751|1|250.000|250.000|45.50|E1C11001|E1C|1815|C11-02|141957
20251112|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|141150
20251203|7158617440|2|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|235210
20251031|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|134619
20251016|7152550130|1|180.000|180.000|28.69|E1C11001|E1C|1815|C11-02|135400
20251022|7172179830|2|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|211534
20251103|7158617440|2|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|235151
20251109|71742054|2|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|235151
20251130|7047722430|2|3500.000|3500.000|33.31|E1C11001|E1C|1815|C11-02|235151
20251210|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|235151
20251106|71734533|2|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|235142
20251213|7123501430|2|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|221339
20251019|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|172130
20251110|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|144147
20251124|7122412330|1|700.000|700.000|58.73|E1C11001|E1C|1815|C11-02|144147
20251130|7185052751|1|250.000|250.000|45.50|E1C11001|E1C|1815|C11-02|172130
20251106|7123754440|1|770.000|770.000|85.97|E1C11001|E1C|1815|C11-02|172326
20251027|7123762430|1|5000.000|5000.000|85.09|E1C11001|E1C|1815|C11-02|133921
20251030|7174022330|1|250.000|250.000|29.57|E1C11001|E1C|1815|C11-02|172339
20251101|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|172357
20251011|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|134134
20251017|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|120516
20251102|71742054|2|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|193811
20251212|7174022330|1|250.000|250.000|29.57|E1C11001|E1C|1815|C11-02|162156
20251102|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|224430
20251122|7185052751|2|250.000|250.000|45.50|E1C11001|E1C|1815|C11-02|225052
20251009|7173453440|2|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|224445
20251013|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|224241
20251101|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|122157
20251030|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|171252
20251209|7173453240|2|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|224722
20251014|7152550130|2|180.000|180.000|28.69|E1C11001|E1C|1815|C11-02|224431
20251008|7123501430|1|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|172244
20251029|71576620|1|5000.000|5000.000|70.97|E1C11001|E1C|1815|C11-02|161155
20251108|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|082440
20251218|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|082440
20251019|7173453440|2|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|221410
20251125|7123756430|1|770.000|770.000|91.03|E1C11001|E1C|1815|C11-02|075704
20251104|71734533|2|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|224406
20251113|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|144129
20251103|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|115128
20251110|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|140953
20251106|7173453440|2|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|224514
20251014|70471664|2|1200.000|1200.000|26.42|E1C11001|E1C|1815|C11-02|211612
20251201|7185052751|1|250.000|250.000|45.50|E1C11001|E1C|1815|C11-02|075308
20251127|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|153920
20251113|71479095|1|5000.000|5000.000|106.89|E1C11001|E1C|1815|C11-02|140541
20251029|7172179830|2|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|211439
20251206|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|190641
20251127|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|134054
20251009|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|172424
20251202|71734533|2|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|235248
20251130|7172179930|1|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|111534
20251202|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|111534
20251021|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|082305
20251201|7123604330|1|1800.000|1800.000|94.84|E1C11001|E1C|1815|C11-02|161841
20251208|7173453440|1|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|161841
20251028|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|075612
20251014|7158617440|1|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|144822
20251023|7157781780|1|1000.000|1000.000|16.63|E1C11001|E1C|1815|C11-02|081955
20251206|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|081955
20251031|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|171539
20251112|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|110542
20251110|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|130811
20251025|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|145408
20251118|71236060|1|1300.000|1300.000|80.66|E1C11001|E1C|1815|C11-02|150531
20251009|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|101528
20251201|7123422040|1|800.000|800.000|96.68|E1C11001|E1C|1815|C11-02|101528
20251205|71741047|1|160.000|160.000|30.60|E1C11001|E1C|1815|C11-02|101528
20251119|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|101731
20251010|7174120130|1|360.000|360.000|41.47|E1C11001|E1C|1815|C11-02|085950
20251215|7122412330|1|700.000|700.000|58.73|E1C11001|E1C|1815|C11-02|161305
20251016|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|161215
20251130|7172179930|1|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|161215
20251122|71734533|2|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|225235
20251201|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|084548
20251109|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|165828
20251102|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|112005
20251007|7173453240|2|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|235108
20251022|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|235108
20251029|7123501430|1|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|074538
20251021|7158708050|1|6000.000|6000.000|131.38|E1C11001|E1C|1815|C11-02|105007
20251112|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|161639
20251016|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|130843
20251203|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|130843
20251204|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|235004
20251212|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|155700
20251118|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|133746
20251013|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|113902
20251202|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|104910
20251015|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|074715
20251104|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|082218
20251210|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|075412
20251030|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|134235
20251214|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|134235
20251023|71734535|2|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|002447
20251024|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|165901
20251012|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|154649
20251023|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|154649
20251201|7172179930|1|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|144821
20251123|71734533|2|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|235247
20251016|71742054|2|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|235241
20251031|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|151913
20251009|7123501430|2|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|224248
20251128|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|172539
20251201|7185052751|1|250.000|250.000|45.50|E1C11001|E1C|1815|C11-02|085931
20251102|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|171255
20251209|7173453240|2|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|221745
20251213|7173453440|2|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|221745
20251214|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|144910
20251105|7123422030|1|800.000|800.000|97.11|E1C11001|E1C|1815|C11-02|080134
20251014|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|214410
20251023|7174022330|2|250.000|250.000|29.57|E1C11001|E1C|1815|C11-02|214410
20251025|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|145153
20251010|7123421030|1|1200.000|1200.000|95.49|E1C11001|E1C|1815|C11-02|172415
20251104|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|145218
20251105|7158617440|1|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|145218
20251109|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|172426
20251106|7157781880_10|2|1000.000|1000.000|28.82|E1C11001|E1C|1815|C11-02|221539
20251031|71742054|2|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|235330
20251118|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|171121
20251120|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|211607
20251202|7187897230|1|1000.000|1000.000|103.72|E1C11001|E1C|1815|C11-02|141205
20251111|7147880330|1|2000.000|2000.000|74.87|E1C11001|E1C|1815|C11-02|085726
20251115|7158617440|1|4000.000|4000.000|87.25|E1C11001|E1C|1815|C11-02|094614
20251017|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|152152
20251109|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|093240
20251018|71742054|2|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|004503
20251018|7173542030|1|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|093103
20251031|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|161902
20251119|7173453440|1|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|074559
20251017|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|111528
20251112|7173453440|1|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|111528
20251114|7147880330|1|2000.000|2000.000|74.87|E1C11001|E1C|1815|C11-02|101738
20251112|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|075602
20251004|70471664|1|1200.000|1200.000|26.42|E1C11001|E1C|1815|C11-02|152354
20251007|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|152354
20251127|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|152354
20251108|71742054|1|16.000|16.000|12.43|E1C11001|E1C|1815|C11-02|094532
20251109|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|161254
20251011|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|152212
20251119|7173453440|2|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|221408
20251003|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|152329
20251215|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|110826
20251101|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|082432
20251110|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|234551
20251216|70471664|2|1200.000|1200.000|26.42|E1C11001|E1C|1815|C11-02|224319
20251025|7173542030|2|300.000|300.000|12.73|E1C11001|E1C|1815|C11-02|224602
20251125|7152550130|2|180.000|180.000|28.69|E1C11001|E1C|1815|C11-02|224602
20251205|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|171123
20251214|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|171123
20251030|7123501430|1|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|082404
20251110|7173453240|2|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|224725
20251120|7185052751|2|250.000|250.000|45.50|E1C11001|E1C|1815|C11-02|224725
20251007|7173453440|2|4000.000|4000.000|42.36|E1C11001|E1C|1815|C11-02|224814
20251016|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|115134
20251004|70471664|1|1200.000|1200.000|26.42|E1C11001|E1C|1815|C11-02|152117
20251109|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|152117
20251213|71741436|2|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|201323
20251019|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|171343
20251123|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|151345
20251017|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|100402
20251014|71734533|1|4000.000|4000.000|34.99|E1C11001|E1C|1815|C11-02|150539
20251107|7172179830|1|150.000|150.000|11.00|E1C11001|E1C|1815|C11-02|150539
20251028|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|081948
20251031|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|100614
20251108|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|100614
20251125|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|100614
20251108|71741048|2|160.000|160.000|32.28|E1C11001|E1C|1815|C11-02|235258
20251023|7157781580|1|5000.000|5000.000|78.08|E1C11001|E1C|1815|C11-02|133915
20251210|71741436|1|240.000|240.000|20.88|E1C11001|E1C|1815|C11-02|075811
20251105|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|133908
20251112|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|172342
20251004|7152550130|2|180.000|180.000|28.69|E1C11001|E1C|1815|C11-02|214608
20251116|7172187730|2|150.000|150.000|10.17|E1C11001|E1C|1815|C11-02|231902
20251119|7122412330|1|700.000|700.000|58.73|E1C11001|E1C|1815|C11-02|172306
20251206|7123501430|1|2000.000|2000.000|40.45|E1C11001|E1C|1815|C11-02|172306
20251203|7172179930|2|150.000|150.000|10.82|E1C11001|E1C|1815|C11-02|023113
20251014|7173553430|1|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|134727
20251204|71479095|1|5000.000|5000.000|106.89|E1C11001|E1C|1815|C11-02|172741
20251120|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|141211
20251216|70471664|1|1200.000|1200.000|26.42|E1C11001|E1C|1815|C11-02|141321
20251130|7174272130|2|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|005246
20251116|7123251130|2|2000.000|2000.000|33.60|E1C11001|E1C|1815|C11-02|221406
20251023|70475344|1|6016.000|6016.000|52.75|E1C11001|E1C|1815|C11-02|155658
20251124|7187897230|1|1000.000|1000.000|103.72|E1C11001|E1C|1815|C11-02|141931
20251031|71734535|1|4000.000|4000.000|49.68|E1C11001|E1C|1815|C11-02|141322
20251130|7185106540|1|800.000|800.000|92.15|E1C11001|E1C|1815|Y1|084528
20251204|7147880330|2|2000.000|2000.000|74.87|E1C11001|E1C|1815|C11-02|224235
20251118|7173553430|2|250.000|250.000|11.15|E1C11001|E1C|1815|C11-02|234831
20251026|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|144143
20251119|7152565930|2|180.000|180.000|28.63|E1C11001|E1C|1815|C11-02|235124
20251012|7174272130|1|150.000|150.000|24.97|E1C11001|E1C|1815|C11-02|171337
20251105|7173453240|1|4000.000|4000.000|34.34|E1C11001|E1C|1815|C11-02|171337
