Part#|Plant|Warehouse|Inv. Lov|Box Unit|Dept|Stock Date
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20241218
000000000071851965|1815|181|TRAILER01|96.000|F|20241218
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250120
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20241218
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250127
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
000000000071851965|1815|181|TRAILER01|96.000|F|20250227
