Part Number|Die No.|Sequence No.|Inventory Location|Stock Date|Cost/Fact|Cost Purchase|Box Unit
000000007185929602||51B00414J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00415J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00416J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00417J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00418J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00419J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00420J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00421J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00422J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00423J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00424J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00425J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00426J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00427J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00428J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00429J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00430J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00431J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00432J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00433J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00436J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00437J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00438J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00439J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00440J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00441J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00442J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00443J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00444J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00445J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00446J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00448J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00449J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00452J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51B00453J|TRAILER02|20250201|1.42679|1000.000|160.000
000000007185929602||51C07008J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07009J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07010J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07011J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07012J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07013J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07015J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07017J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07018J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07020J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07021J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07022J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07023J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07024J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07025J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07026J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07027J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07028J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07029J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07030J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07031J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07032J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07034J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07035J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07036J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07038J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07039J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07040J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07041J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07042J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07043J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07044J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07045J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07046J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07051J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07052J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07053J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07054J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07055J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51C07059J|TRAILER02|20250308|1.42679|1000.000|160.000
000000007185929602||51A17916J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17917J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17918J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17919J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17920J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17921J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17922J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17923J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17924J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17925J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17926J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17927J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17928J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17929J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17930J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17931J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17932J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17933J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17934J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17935J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17936J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17937J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17938J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17939J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17940J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17941J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17943J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17945J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17946J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17949J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17950J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17951J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17953J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17954J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17958J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17959J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17960J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17961J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17964J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A17965J|TRAILER02|20250117|1.42679|1000.000|160.000
000000007185929602||51A27762J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27763J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27764J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27765J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27767J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27768J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27769J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27770J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27771J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27773J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27774J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27775J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27776J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27777J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27778J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27779J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27780J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27781J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27782J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27783J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27784J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27785J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27786J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27787J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27788J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27789J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27790J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27791J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27792J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27793J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27794J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27795J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27796J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27797J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27798J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27799J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27800J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27801J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27802J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27803J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27804J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27805J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27806J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27807J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27808J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27809J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27810J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929602||51A27811J|TRAILER02|20250124|1.42679|1000.000|160.000
000000007185929502||41B09482J|TRAILER02|20240209|0.71747|1000.000|260.000
000000007185929502||41B09491J|TRAILER02|20240209|0.71747|1000.000|260.000
000000007185929502||41C32396J|TRAILER02|20240328|0.71747|1000.000|260.000
000000007185929502||41C32407J|TRAILER02|20240328|0.71747|1000.000|260.000
000000007185929502||41D13174J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13175J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13176J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13177J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13178J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13179J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13180J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13181J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13182J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13183J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13184J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13185J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13186J|TRAILER02|20240411|0.71747|1000.000|80.000
000000007185929502||41D13187J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13188J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13189J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13190J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13191J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13192J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13194J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13195J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13196J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13197J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13198J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13199J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13200J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13201J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13202J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13203J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13204J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13205J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13206J|TRAILER02|20240411|0.71747|1000.000|80.000
000000007185929502||41D13207J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13208J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13209J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13210J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13211J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13212J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13213J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13214J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13215J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13216J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13217J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13218J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13219J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13220J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41D13221J|TRAILER02|20240411|0.71747|1000.000|260.000
000000007185929502||41E18488J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18489J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18490J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18491J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18492J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18493J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18494J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18496J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18497J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18498J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18499J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18500J|TRAILER02|20240516|0.71747|1000.000|80.000
000000007185929502||41E18501J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18502J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18503J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18504J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18505J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18506J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18507J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18508J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18509J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18510J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18511J|TRAILER02|20240516|0.71747|1000.000|260.000
000000007185929502||41E18512J|TRAILER02|20240516|0.71747|1000.000|80.000
000000007185929502||41E22454J|TRAILER02|20240521|0.71747|1000.000|80.000
000000007185929502||41E22455J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22456J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22457J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22458J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22459J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22461J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22462J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22463J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22464J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22465J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22466J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22467J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22468J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22469J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22470J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22471J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22473J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22474J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22475J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22476J|TRAILER02|20240521|0.71747|1000.000|260.000
000000007185929502||41E22566J|TRAILER02|20240521|0.71747|1000.000|80.000
000000007185929402||31L36108J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36109J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36110J|TRAILER02|20231223|0.43604|1000.000|400.000
000000007185929402||31L36111J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36112J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36113J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36114J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36115J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36116J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36117J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||31L36118J|TRAILER02|20231223|0.43604|1000.000|560.000
000000007185929402||41A08852J|TRAILER02|20240104|0.43604|1000.000|560.000
000000007185929402||41A08854J|TRAILER02|20240104|0.43604|1000.000|560.000
000000007185929402||41A08855J|TRAILER02|20240104|0.43604|1000.000|560.000
000000007185929402||41A08856J|TRAILER02|20240104|0.43604|1000.000|560.000
000000007185929402||41A08857J|TRAILER02|20240104|0.43604|1000.000|560.000
000000007185929402||41A08858J|TRAILER02|20240104|0.43604|1000.000|560.000
000000007185929402||41A08859J|TRAILER02|20240104|0.43604|1000.000|560.000
000000007185929402||41A34605J|TRAILER02|20240120|0.43604|1000.000|560.000
000000007185929402||41A34607J|TRAILER02|20240120|0.43604|1000.000|560.000
000000007185929402||41A34608J|TRAILER02|20240120|0.43604|1000.000|560.000
000000007185929402||41A34609J|TRAILER02|20240120|0.43604|1000.000|320.000
000000007185929402||41A34610J|TRAILER02|20240120|0.43604|1000.000|560.000
000000007185929402||41A34611J|TRAILER02|20240120|0.43604|1000.000|560.000
000000007185929402||41A34613J|TRAILER02|20240120|0.43604|1000.000|560.000
000000007185929402||41A34614J|TRAILER02|20240120|0.43604|1000.000|560.000
000000007185929402||41A34615J|TRAILER02|20240120|0.43604|1000.000|560.000
000000007185929402||41A38544J|TRAILER02|20240124|0.43604|1000.000|320.000
000000007185929402||41A38545J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38546J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38547J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38549J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38550J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38551J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38552J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38554J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38555J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41A38556J|TRAILER02|20240124|0.43604|1000.000|560.000
000000007185929402||41D11266J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11267J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11268J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11269J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11270J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11272J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11273J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11274J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11275J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11277J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11278J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11279J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11280J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11281J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11282J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11283J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11284J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929402||41D11285J|TRAILER02|20240411|0.43604|1000.000|560.000
000000007185929602||41D24697J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24698J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24699J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24708J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24709J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24710J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24711J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24712J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24713J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24714J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24715J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24716J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24717J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24718J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24719J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24720J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24721J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24722J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24723J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24724J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24725J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24726J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24727J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24728J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24729J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24730J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24731J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24732J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24733J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24734J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24735J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24736J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24737J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24738J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24739J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24740J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24741J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24742J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24743J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24744J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24745J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24750J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24751J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24752J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24753J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24754J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24755J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24756J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24757J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24758J|TRAILER02|20240424|1.42679|1000.000|160.000
000000007185929602||41D24759J|TRAILER02|20240424|1.42679|1000.000|160.000
