Part Number|Die No.|Sequence No.|Inventory Location|Stock Date|Cost/Fact|Cost Purchase|Box Unit
000000000072861919|N2432-HTTSEAUT|4L867366A|FG503|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L867447A|FG503|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L867568A|FG503|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L861430A|FG504|20241119|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L862258A|FG505|20241119|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866132A|FG505|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866381A|FG505|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866944A|FG506|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866123A|FG507|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L867139A|FG510|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866307A|FG500|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L867074A|FG500|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L861785A|FG501|20241119|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L861864A|FG501|20241119|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L862144A|FG501|20241119|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L862145A|FG501|20241119|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L862441A|FG501|20241119|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L865798A|FG501|20241120|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L865973A|FG501|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866305A|FG501|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L867500A|FG501|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L860122A|C0132|20241117|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L860643A|C0132|20241117|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866945A|C0132|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L867252A|C0132|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L867660A|C0132|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866197A|C0133|20241121|0.260749|10000.000|250.000
000000000072861919|N2432-HTTSEAUT|4L866571A|C0133|20241121|0.260749|10000.000|250.000
000000007157683580||4L723608A|C0052|20240925|0.033705|10000.000|5000.000
000000007287228810|N1201-HTTSEAUT|5L205003A|C0052|20250326|0.761315|10000.000|96.000
000000007298311410|N3871-HTTSEAUT|4L539546A|C0054|20240716|0.815407|10000.000|96.000
000000007298311410|N3871-HTTSEAUT|4L539957A|C0054|20240716|0.815407|10000.000|96.000
000000007287228810|N1201-HTTSEAUT|5L204797A|C0054|20250326|0.761315|10000.000|96.000
000000007298311410|N3871-HTTSEAUT|4L540163A|FG503|20240716|0.815407|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262282A|FG505|20240404|0.929872|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262649A|FG506|20240405|0.929872|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262744A|FG506|20240405|0.929872|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L263141A|FG506|20240405|0.929872|10000.000|96.000
000000007298311410|N3871-HTTSEAUT|4L538294A|FG506|20240715|0.815407|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262139A|FG507|20240404|0.929872|10000.000|96.000
000000007287228810|N1201-HTTSEAUT|5L205090A|FG508|20250326|0.761315|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262281A|FG509|20240404|0.929872|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262504A|FG509|20240405|0.929872|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262593A|FG509|20240405|0.929872|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262837A|FG510|20240405|0.929872|10000.000|96.000
000000007283915130|N4561-HTTSEAUT|4L262986A|FG500|20240405|0.929872|10000.000|96.000
000000007298311410|N3871-HTTSEAUT|4L539389A|FG500|20240716|0.815407|10000.000|96.000
000000007287228810|N1201-HTTSEAUT|5L204710A|FG501|20250326|0.761315|10000.000|96.000
000000007287228810|N1201-HTTSEAUT|5L204585A|C0132|20250326|0.761315|10000.000|96.000
000000007287228810|N1201-HTTSEAUT|5L204887A|C0132|20250326|0.761315|10000.000|96.000
000000007282562840||2L687432A|C0137|20220924|0.165196|10000.000|800.000
000000007123614630||4L111812A|C0052|20240210|0.111536|10000.000|400.000
000000007123614630||4L150959A|C0052|20240224|0.111536|10000.000|400.000
000000007283560340|P0391-HTTENS|3L674754A|C0054|20230907|0.35101|10000.000|600.000
000000007282645370|F2911-HTTENS|3L678252A|FG503|20230908|0.178197|10000.000|600.000
000000007123614630||4L116625A|FG503|20240212|0.111536|10000.000|400.000
000000007283278430|T1471-HTTSEAUT|4L221511A|FG503|20240321|0.278401|10000.000|400.000
000000007283560340|P0391-HTTENS|4L472243A|FG503|20240620|0.35101|10000.000|600.000
000000007123614630||3L675485A|FG505|20230907|0.111536|10000.000|400.000
000000007123614630||4L111813A|FG505|20240210|0.111536|10000.000|400.000
000000007123614630||4L116649A|FG505|20240212|0.111536|10000.000|400.000
000000007283560340|P0391-HTTENS|4L459130A|FG505|20240616|0.35101|10000.000|600.000
000000007283560340|P0391-HTTENS|4L474200A|FG505|20240621|0.35101|10000.000|600.000
000000007123614630||3L675551A|FG506|20230907|0.111536|10000.000|400.000
000000007123614630||4L116647A|FG506|20240212|0.111536|10000.000|400.000
000000007123614630||4L117008A|FG506|20240212|0.111536|10000.000|400.000
000000007123614630||4L150973A|FG506|20240224|0.111536|10000.000|400.000
000000007123614630||4L112696A|FG509|20240211|0.111536|10000.000|400.000
000000007283278430|T1471-HTTSEAUT|4L425731A|FG509|20240604|0.278401|10000.000|400.000
000000007283560340|P0391-HTTENS|4L472030A|FG509|20240620|0.35101|10000.000|600.000
000000007123614630||3L675548A|FG510|20230907|0.111536|10000.000|400.000
000000007282645370|F2911-HTTENS|3L678200A|FG510|20230908|0.178197|10000.000|600.000
000000007123614630||4L150919A|FG510|20240224|0.111536|10000.000|400.000
000000007123614630||4L116670A|FG500|20240212|0.111536|10000.000|400.000
000000007123614630||4L111802A|FG501|20240210|0.111536|10000.000|400.000
000000007123614630||4L112647A|FG501|20240211|0.111536|10000.000|400.000
000000007123614630||4L117021A|FG501|20240212|0.111536|10000.000|400.000
000000007123614630||4L272444A|FG501|20240408|0.111536|10000.000|400.000
000000007123614630||4L116615A|C0132|20240212|0.111536|10000.000|400.000
000000007123614630||4L116633A|C0132|20240212|0.111536|10000.000|400.000
000000007123614630||4L150935A|C0132|20240224|0.111536|10000.000|400.000
000000007123614630||4L150952A|C0137|20240224|0.111536|10000.000|400.000
000000007286391430|F3781-HTTENS|4L770155A|C0052|20241013|0.134751|10000.000|1200.000
000000000071721464||3L847553A|FG506|20231107|0.055503|10000.000|1200.000
000000000071721464||3L843644A|FG507|20231105|0.055503|10000.000|1200.000
000000000071721464||3L847537A|FG507|20231107|0.055503|10000.000|1200.000
000000007123282090||1J761008A|FG510|20211111|0.027058|10000.000|3000.000
000000000071576399||4L423741A|FG502|20240603|0.045637|10000.000|1500.000
000000000071576399||4L423724A|FG503|20240603|0.045637|10000.000|1500.000
000000000071576399||4L423701A|FG509|20240603|0.045637|10000.000|1500.000
000000007297465110|N4571-HTTSEAUT|5L200124A|C0031|20250324|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L208229A|C0052|20250327|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L204905A|C0054|20250326|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L205655A|C0054|20250326|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L206921A|C0054|20250326|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L209175A|FG505|20250327|1.102551|10000.000|144.000
000000007288691840|N2092-HTTSEAUT|3L784995A|FG507|20231015|0.556845|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L204047A|FG509|20250325|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L206312A|FG509|20250326|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L202076A|C0132|20250325|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L202653A|C0132|20250325|1.102551|10000.000|144.000
000000007297465110|N4571-HTTSEAUT|5L201490A|C0137|20250324|1.102551|10000.000|144.000
000000000071547631||4L609005A|C0054|20240811|0.018352|10000.000|4000.000
000000007123624440||5L157127A|FG502|20250308|0.087733|10000.000|700.000
000000007287619530|N1501-HTTSEAUT|4L477585A|FG505|20240622|0.398808|10000.000|320.000
000000007134454930||3L485596A|C0052|20230702|0.060018|10000.000|2500.000
000000007298926330|N4641-HTTSEAUT|4L451207A|C0052|20240613|0.401112|10000.000|504.000
000000000072828390|T0492-HTTSEAUT|4L527034A|C0052|20240711|0.218367|10000.000|280.000
000000000072828390|T0492-HTTSEAUT|4L614079A|C0052|20240813|0.218367|10000.000|280.000
000000000072828390|T0492-HTTSEAUT|4L527330A|C0034|20240711|0.218367|10000.000|280.000
000000000072828390|T0492-HTTSEAUT|4L613641A|C0034|20240813|0.218367|10000.000|280.000
000000007287950830|N2071-HTTSEAUT|4L900452A|C0034|20241205|0.310393|10000.000|256.000
000000000071224110||5L092670A|C0034|20250212|0.066919|10000.000|1400.000
000000007283580760|12101-HTTENS|4L173285A|C0054|20240303|0.15057|10000.000|1040.000
000000007287935730|N3961-HTTSEAUT|4L759427A|C0054|20241009|0.125669|10000.000|1540.000
000000000072828390|T0492-HTTSEAUT|4L537214A|FG503|20240715|0.218367|10000.000|280.000
000000007287935730|N3961-HTTSEAUT|4L759167A|FG503|20241009|0.125669|10000.000|1540.000
000000007283706230|N2041-HTTSEAUT|2L566750A|FG504|20220811|0.282745|10000.000|1040.000
000000007283706230|N2041-HTTSEAUT|2L568663A|FG504|20220811|0.282745|10000.000|1040.000
000000000071237860||2L601239A|FG504|20220823|0.046869|10000.000|2500.000
000000007283054540|T0481-HTTSEAUT|2L717229A|FG504|20221005|0.293234|10000.000|256.000
000000007134454930||3L488067A|FG504|20230703|0.060018|10000.000|2500.000
000000007283580760|12101-HTTENS|4L172275A|FG504|20240303|0.15057|10000.000|1040.000
000000007298435930|AM501-HTTAUT|4L276127A|FG505|20240409|0.210806|10000.000|1080.000
000000007173039650||2L599053A|FG506|20220822|0.009597|10000.000|7776.000
000000000072872705|N1721-HTTSEAUT|2L705017A|FG506|20221001|0.051683|10000.000|2400.000
000000000072741074|N2101-HTTSEAUT|3L804169A|FG506|20231022|0.12462|10000.000|560.000
000000007298435930|AM501-HTTAUT|4L276123A|FG506|20240409|0.210806|10000.000|1080.000
000000007298926330|N4641-HTTSEAUT|4L491947A|FG506|20240628|0.401112|10000.000|504.000
000000007134454930||3L485617A|FG507|20230702|0.060018|10000.000|2500.000
000000007298926330|N4641-HTTSEAUT|4L491588A|FG507|20240628|0.401112|10000.000|504.000
000000000072828390|T0492-HTTSEAUT|4L614371A|FG507|20240813|0.218367|10000.000|280.000
000000007287935730|N3961-HTTSEAUT|4L773945A|FG507|20241014|0.125669|10000.000|1540.000
000000007283555810|N0771-HTTSEAUT|4L724592A|FG509|20240925|0.232892|10000.000|1260.000
000000007174105340||3L824244A|FG510|20231029|0.19429|10000.000|180.000
000000000072828390|T0492-HTTSEAUT|4L613692A|FG510|20240813|0.218367|10000.000|280.000
000000007298297130|AM361-HTTAUT|1J746399A|FG500|20211104|0.141733|10000.000|1430.000
000000007283752610|N1353-HTTSEAUT|1J790967A|FG500|20211126|0.228538|10000.000|1386.000
000000007122743440||3L681048A|FG500|20230909|0.068197|10000.000|1400.000
000000000071232840||5L077129A|C0132|20250206|0.041403|10000.000|2500.000
000000007047534430||21B11521J|EPAFL|20220211|0.007809|10000.000|1504.000
000000007157933330||31I32964J|D02-02A02|20230922|0.05172|1000.000|1500.000
000000007157933330||31I40853J|D02-02A02|20230929|0.05172|1000.000|1500.000
000000007157933330||31K08910J|D02-02A02|20231104|0.05172|1000.000|1500.000
000000007157933330||31K08911J|D02-02A02|20231104|0.05172|1000.000|1500.000
000000007157933330||31K08927J|D02-02A02|20231104|0.05172|1000.000|1500.000
000000007157933330||31K34310J|D02-02A02|20231117|0.05172|1000.000|1500.000
000000007157933330||31K34311J|D02-02A02|20231117|0.05172|1000.000|1500.000
000000007157933330||31K34373J|D02-02A02|20231117|0.05172|1000.000|1500.000
000000007157933330||31K34374J|D02-02A02|20231117|0.05172|1000.000|1500.000
000000007157933330||31K34375J|D02-02A02|20231117|0.05172|1000.000|1500.000
000000007157933330||31K51463J|D02-02A02|20231129|0.05172|1000.000|1500.000
000000000071579477||41B19483J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19484J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19485J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19486J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19487J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19489J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19490J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19491J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19492J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19493J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19494J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19495J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19496J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19497J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19498J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19500J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19501J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19502J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19503J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19504J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19505J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19506J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19507J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19508J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19509J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19510J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19511J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19512J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19513J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19514J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19515J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19516J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19517J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19518J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19519J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19520J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19521J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19522J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19523J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19524J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19525J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19526J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19527J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19528J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19529J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19530J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19531J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19532J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19533J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19534J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19535J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19536J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19537J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19538J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19539J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19540J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19541J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19542J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19543J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19544J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19545J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19546J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19547J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19548J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19549J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19550J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19551J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19552J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19553J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19554J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19555J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19556J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19557J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19558J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19559J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19560J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19561J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19562J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19563J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19564J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19565J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19566J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19567J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19568J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19570J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19571J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19572J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19573J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19574J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19575J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19576J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19577J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19578J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19579J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19580J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19581J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19582J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19583J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19584J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19585J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19586J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19587J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19588J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19589J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19590J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19591J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19592J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19593J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19594J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19595J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19596J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19597J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19598J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19599J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19600J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19601J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19602J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19603J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19604J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19605J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19606J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19607J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19608J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19609J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19610J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19611J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19612J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19613J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19614J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19615J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19616J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19617J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19618J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19619J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19620J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19621J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19622J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19623J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19624J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19625J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19626J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19627J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19628J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19629J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19630J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19631J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19632J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19633J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19634J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19635J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19636J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19637J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19638J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19639J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19641J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19642J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19643J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19644J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19645J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19646J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19647J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19648J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19649J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19650J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19651J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19652J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19653J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19654J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19655J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19656J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19657J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19658J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19659J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19660J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19661J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19662J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19663J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19664J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19665J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19666J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19667J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19668J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19669J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19670J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19671J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19672J|D02-02A02|20240219|0.00894|1000.000|1000.000
000000000071579477||41B19673J|D02-02A02|20240219|0.00894|1000.000|1000.000
