Inventory|Location|Box Unit|Part No.|Date|Dept
CA1|CA216|120.000|000000007189820130|20260204|E
CA1|CA216|120.000|000000007189820130|20260204|E
CA1|CA216|120.000|000000007189820130|20260204|E
CA1|CA216|120.000|000000007189820130|20260204|E
CA1|CA216|120.000|000000007189820130|20260204|E
901|WE-ZONE|450.000|000000007298432930|20260204|E
CA1|CA216|120.000|000000007189820130|20260203|E
901|0007499272|54.000|000000007385165751|20260204|E
CA1|CA216|2000.000|S7158708050E|20260204|E
CA1|CA216|2000.000|S7158708050E|20260204|E
CA1|CA216|2000.000|S7158708050E|20260204|E
CA1|CA216|2000.000|S7158708050E|20260204|E
CA1|CA216|2000.000|S7158708050E|20260204|E
CA1|CA216|2000.000|S7158708050E|20260204|E
CA1|CA216|504.000|000000007187326030|20260204|E
CA1|CA216|504.000|000000007187326030|20260204|E
CA1|CA216|504.000|000000007187326030|20260204|E
CA1|CA216|504.000|000000007187326030|20260204|E
CA1|CA216|504.000|000000007187326030|20260204|E
CA1|CA216|504.000|000000007187326030|20260204|E
901|WE-ZONE|450.000|000000007298432930|20260204|E
901|0007478751|400.000|S7188832330P|20260204|E
901|0007478751|400.000|S7188832330P|20260204|E
901|0007478751|400.000|S7188832330P|20260204|E
901|0007478751|400.000|S7188832330P|20260204|E
901|0007476248|110.000|000000007188819830|20260204|E
901|0007476248|110.000|000000007188819830|20260204|E
901|0007476248|110.000|000000007188819830|20260204|E
901|0007476248|110.000|000000007188819830|20260204|E
901|0007476248|110.000|000000007188819830|20260204|E
CA1|CA220|560.000|000000007187204730|20260204|E
CA1|CA220|560.000|000000007187204730|20260204|E
CA1|CA220|560.000|000000007187204730|20260204|E
901|0007538899|172.000|000000007188892030|20260204|E
CA1|CA220|560.000|000000007187204730|20260204|E
CA1|CA220|560.000|000000007187204730|20260204|E
901|0007538899|172.000|000000007188892030|20260204|E
901|0007538899|172.000|000000007188892030|20260204|E
CA1|CA220|560.000|000000007187204730|20260204|E
901|0007538899|172.000|000000007188892030|20260204|E
CA1|CA220|166.000|000000007198138230|20260204|E
901|0007498593|588.000|000000007283904360|20260204|E
901|0007498635|96.000|000000007283945030|20260204|E
3YC|E21-01A08|440.000|000000007197297330|20260203|E
3YC|E21-01A08|440.000|000000007197297330|20260203|E
3YC|E21-01A08|440.000|000000007197297330|20260203|E
901|0007498593|588.000|000000007283904360|20260204|E
901|0007498593|588.000|000000007283904360|20260204|E
901|0007499066|1024.000|000000007297527130|20260204|E
901|0007471762|4000.000|000000000071585978|20260204|E
901|0007498593|588.000|000000007283904360|20260204|E
3WE|5DA02|1000.000|S7158617440|20260204|E
3WE|5DA02|256.000|S0071735418|20260204|E
3WE|5DA02|1000.000|S7158617440|20260204|E
3WE|5DA02|1000.000|S7158617440|20260204|E
3WE|5DA02|1000.000|S7158617440|20260204|E
3WE|5DA02|1000.000|S7158617440|20260204|E
3WE|5DA02|1000.000|S7158617440|20260204|E
901|0007472645|252.000|000000000071733830|20260204|E
901|0007472645|252.000|000000000071733830|20260204|E
901|0007499265|54.000|000000007385113351|20260204|E
901|0007472645|252.000|000000000071733830|20260204|E
901|0007472645|252.000|000000000071733830|20260204|E
901|0007471817|776.000|000000000071586173|20260204|E
901|0007472645|252.000|000000000071733830|20260204|E
901|0007472645|252.000|000000000071733830|20260204|E
901|0007471817|776.000|000000000071586173|20260204|E
901|0007472645|252.000|000000000071733830|20260204|E
901|WE-ZONE|936.000|000000007283646940|20260204|E
901|0007472645|252.000|000000000071733830|20260204|E
3YC|E07-01A03|100.000|000000007198491330|20260131|E
3YC|E07-01A03|100.000|000000007198491330|20260131|E
3YC|E07-01A03|100.000|000000007198491330|20260131|E
3YC|E07-01A03|100.000|000000007198491330|20260131|E
3YC|E07-01A03|100.000|000000007198491330|20260131|E
3YC|E07-01A03|100.000|000000007198491330|20260131|E
3YC|E07-01A03|100.000|000000007198491330|20260131|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
3YC|E07-01A03|100.000|000000007198491330|20260201|E
901|0007498508|858.000|000000007283644740|20260204|E
901|WE-ZONE|504.000|000000007287619710|20260203|E
3YC|E07-01A10|160.000|000000000071735552|20260124|E
3YC|E07-01A10|160.000|000000000071735552|20260127|E
3YC|E07-01A10|160.000|000000000071735552|20260127|E
3YC|E07-01A10|160.000|000000000071735552|20260127|E
3YC|E07-01A10|160.000|000000000071735552|20260127|E
3YC|E07-01A10|160.000|000000000071735552|20260127|E
3YC|E07-01A10|160.000|000000000071735552|20260127|E
3YC|E07-01A10|160.000|000000000071735552|20260127|E
3YC|E07-01A10|160.000|000000000071735552|20260127|E
3YC|E07-01A10|160.000|000000000071735552|20260129|E
3YC|E07-01A10|160.000|000000000071735552|20260129|E
3YC|E07-01A10|160.000|000000000071735552|20260201|E
901|WE-ZONE|640.000|000000007287326030|20260204|E
3YC|E07-01A01|400.000|000000007189687540|20260131|E
3YC|E07-01A01|400.000|000000007189687540|20260131|E
3YC|E07-01A01|400.000|000000007189687540|20260201|E
3YC|E07-01A01|400.000|000000007189687540|20260201|E
3YC|E07-01A01|400.000|000000007189687540|20260201|E
3YC|E07-01A01|400.000|000000007189687540|20260201|E
901|0007538988|702.000|000000007289763040|20260204|E
901|WE-ZONE|4000.000|000000007173453240|20260204|E
901|0007535683|192.000|000000000071773005|20260204|E
CA1|CA116|700.000|000000000071586451|20260204|E
CA1|CA116|700.000|000000000071586451|20260204|E
CA1|CA116|700.000|000000000071586451|20260204|E
CA1|CA116|3600.000|000000007158583890|20260204|E
999|LOST&FOUND|400.000|000000007182645840|20260127|E
CA1|CA116|3600.000|000000007158583890|20260204|E
CA1|CA116|3600.000|000000007158583890|20260204|E
901|0007499269|24.000|000000007385113551|20251128|E
901|0007499269|24.000|000000007385113551|20251128|E
901|0007499270|24.000|000000007385116451|20260116|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
3UR|URC20|24.000|000000007385113551|20260129|E
901|0007546314|120.000|000000007198100230|20251023|E
901|0007546314|120.000|000000007198100230|20251023|E
901|0007476945|120.000|000000007198100130|20251105|E
901|0007476945|120.000|000000007198100130|20251115|E
901|0007476949|120.000|000000007198100130|20251128|E
901|0007476949|120.000|000000007198100130|20251128|E
901|0007476949|120.000|000000007198100130|20251129|E
901|0007476949|120.000|000000007198100130|20251130|E
901|0007476951|120.000|000000007198100130|20251206|E
901|0007476951|120.000|000000007198100130|20251207|E
901|0007476957|120.000|000000007198100740|20251208|E
901|0007546319|120.000|000000007198100230|20251210|E
901|0007546319|120.000|000000007198100230|20251210|E
901|0007536868|120.000|000000007198100130|20251212|E
901|0007499158|120.000|000000007298482630|20251215|E
901|0007476946|120.000|000000007198100130|20251220|E
3M0|ALLOCATION|588.000|000000007283907630|20260127|E
3M0|ALLOCATION|588.000|000000007283907630|20260128|E
3M0|ALLOCATION|3000.000|000000000071474069|20260128|E
3M0|ALLOCATION|3000.000|000000000071474069|20260128|E
3M0|ALLOCATION|588.000|000000007283907880|20260129|E
3M0|ALLOCATION|588.000|000000007283907880|20260129|E
3M0|ALLOCATION|800.000|000000007282645440|20260129|E
3M0|ALLOCATION|800.000|000000007282645440|20260129|E
3M0|ALLOCATION|800.000|000000007282645440|20260129|E
3M0|ALLOCATION|800.000|000000007282645440|20260129|E
3M0|ALLOCATION|150.000|000000007289949640|20260130|E
3M0|ALLOCATION|648.000|000000007289551930|20260130|E
3M0|ALLOCATION|648.000|000000007289551930|20260130|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
923|PACK.BIN|54.000|000000007283592710|20251005|E
3MR|C0115|324.000|000000007287199030|20260120|E
3MR|C0138|300.000|000000007286677930|20260117|E
3MR|C0115|84.000|000000007298751330|20260120|E
1YC|A01-04A01|104.000|000000007188729530|20260119|E
1YC|A01-04A01|104.000|000000007188729530|20260119|E
1YC|A01-04A01|104.000|000000007188729530|20260119|E
1YC|A01-04A01|104.000|000000007188729530|20260119|E
1YC|A01-04A01|104.000|000000007188729530|20260119|E
1YC|A01-04A01|104.000|000000007188729530|20260117|E
1YC|A01-04A01|104.000|000000007188729530|20260117|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
CA1|CA104|104.000|000000007188729530|20260124|E
1YC|A03-03B01|104.000|000000007188729530|20260103|E
1YC|A03-03B01|104.000|000000007188729530|20260103|E
1YC|A03-03B01|104.000|000000007188729530|20260103|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-03B01|104.000|000000007188729530|20260104|E
1YC|A03-04D01|104.000|000000007188729530|20260122|E
1YC|A03-04D01|104.000|000000007188729530|20260122|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260122|E
1YC|A03-04D01|104.000|000000007188729530|20260122|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260122|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
1YC|A03-04D01|104.000|000000007188729530|20260121|E
3UR|UR1350|150.000|000000007288729530|20260203|E
3UR|UR1752|96.000|000000007298100130|20260204|E
3UR|UR1350|1200.000|000000007298405130|20260204|E
3UR|UR1350|150.000|000000007288729530|20260203|E
3UR|UR1072|768.000|000000007282644840|20260204|E
3UR|UR1072|2000.000|000000007283638740|20260204|E
3UR|UR1072|1540.000|000000007283344140|20260204|E
3WE|5DB05|2500.000|S0071232815|20260204|E
3UR|UR1254|480.000|000000007288302910|20260204|E
3UR|UR1254|480.000|000000007288302910|20260204|E
3UR|UR1254|480.000|000000007288302910|20260204|E
3UR|UR1254|480.000|000000007288302910|20260204|E
3UR|UR1350|150.000|000000007288729530|20260203|E
3UR|UR1254|693.000|000000007287204730|20260204|E
3UR|UR1254|693.000|000000007287204730|20260204|E
3UR|UR1350|480.000|000000007282457830|20260203|E
3NO|1072|120.000|000000007298463390|20251212|E
3NO|1072|120.000|000000007298463390|20251212|E
3NO|1072|770.000|000000007283902830|20260120|E
3NO|1072|770.000|000000007283902830|20260121|E
3UR|UR1072|560.000|000000007297800530|20260204|E
3NO|1306|3750.000|000000007183241540|20260123|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3UR|UR1072|560.000|000000007297800530|20260204|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|588.000|000000007283904360|20260127|E
3NO|1072|24.000|000000007385116451|20260128|E
3NO|1760|504.000|000000007287619710|20260128|E
3NO|1760|504.000|000000007287619710|20260128|E
3NO|1760|504.000|000000007287619710|20260128|E
3NO|1306|1200.000|000000000072831556|20260128|E
3UR|UR1072|560.000|000000007297800530|20260204|E
3NO|1306|1200.000|000000000072831556|20260128|E
3NO|1072|408.000|000000000072986331|20260128|E
3NO|1072|784.000|000000000072986332|20260128|E
3NO|1072|588.000|000000007283904360|20260129|E
3NO|1072|588.000|000000007283904360|20260129|E
3NO|1072|588.000|000000007283904360|20260129|E
3NO|1072|588.000|000000007283904360|20260129|E
3NO|1760|504.000|000000007287619710|20260129|E
3NO|1760|504.000|000000007287619710|20260129|E
3NO|1760|504.000|000000007287619710|20260129|E
3UR|UR1072|560.000|000000007297800530|20260204|E
3NO|1760|504.000|000000007287619710|20260129|E
3NO|1072|800.000|000000007282645440|20260129|E
3NO|1072|800.000|000000007282645440|20260129|E
3NO|1072|588.000|000000007283904360|20260129|E
3NO|1760|504.000|000000007287619710|20260129|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3WE|5DB05|16.000|S0071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|1072|192.000|000000000072773005|20260204|E
3NO|1072|192.000|000000000072773005|20260204|E
3NO|1855|512.000|000000000071735418|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3WE|5DB05|16.000|S0071742054|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1254|4000.000|000000000071734533|20260204|E
3NO|1072|384.000|000000007283321430|20260204|E
3NO|1306|960.000|000000000072871916|20260204|E
3NO|1072|810.000|000000000072894764|20260204|E
3NO|1350|700.000|000000007122412330|20260204|E
3NO|1350|700.000|000000007122412330|20260204|E
3WE|5DB05|16.000|S0071742054|20260204|E
3NO|1350|700.000|000000007122412330|20260204|E
3NO|1254|700.000|000000007122412330|20260204|E
3NO|1072|4000.000|000000007158617440|20260204|E
3NO|1072|4000.000|000000007158617440|20260204|E
3NO|1072|4000.000|000000007158617440|20260204|E
3NO|1072|4000.000|000000007158617440|20260204|E
3NO|1306|4000.000|000000007158617440|20260204|E
3NO|1306|4000.000|000000007158617440|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3WE|5DB05|16.000|S0071742054|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1306|960.000|000000000072871916|20260204|E
3WE|5DB05|16.000|S0071742054|20260204|E
3NO|1072|384.000|000000007283321430|20260204|E
3NO|1072|588.000|000000007283904360|20260204|E
3NO|1072|770.000|000000007283905230|20260204|E
3NO|1072|588.000|000000007283906890|20260204|E
3NO|1072|588.000|000000007283906890|20260204|E
3NO|1072|588.000|000000007283906890|20260204|E
3NO|1072|693.000|000000007287357710|20260130|E
3UR|UR1254|150.000|000000007288729530|20260204|E
3NO|1760|504.000|000000007287619710|20260130|E
3NO|1760|504.000|000000007287619710|20260130|E
3NO|1072|384.000|000000007283321430|20260131|E
3NO|1072|1260.000|000000007283974930|20260131|E
3NO|1072|1600.000|000000007282344360|20260203|E
3NO|5173|240.000|000000000071741436|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|5173|240.000|000000000071741436|20260203|E
3NO|1855|512.000|000000000071735418|20260203|E
3UR|UR1254|150.000|000000007288729530|20260204|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3UR|UR1254|150.000|000000007288729530|20260204|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3NO|1254|16.000|000000000071742054|20260203|E
3UR|UR1254|150.000|000000007288729530|20260204|E
3NO|1350|858.000|000000007283644740|20260204|E
3NO|1072|1716.000|000000007283645440|20260204|E
3NO|1072|936.000|000000007283646940|20260204|E
3NO|1072|936.000|000000007283646940|20260204|E
3NO|1072|936.000|000000007283646940|20260204|E
3NO|1072|1716.000|000000007283645440|20260204|E
3NO|1072|1716.000|000000007283645440|20260204|E
3UR|UR1254|150.000|000000007288729530|20260204|E
3M0|ALLOCATION|770.000|000000007283905230|20260203|E
3NO|5173|1000.000|000000007283607930|20260204|E
3M0|ALLOCATION|770.000|000000007283905230|20260203|E
3NO|5173|1000.000|000000007283607930|20260204|E
3NO|5173|1000.000|000000007283607930|20260204|E
3UR|UR1254|150.000|000000007288729530|20260204|E
3NO|1072|672.000|000000007283557010|20260204|E
3UR|UR1254|150.000|000000007288729530|20260204|E
3NO|5173|150.000|000000007283419030|20260204|E
3NO|5117|702.000|000000007283374160|20260204|E
3M0|ALLOCATION|770.000|000000007283905230|20260204|E
3NO|5117|702.000|000000007283374160|20260204|E
3UR|UR1072|150.000|000000007288729530|20260204|E
3NO|1072|504.000|000000007283360110|20260204|E
3NO|1072|588.000|000000007283904360|20260204|E
3NO|1254|600.000|000000007282646940|20260204|E
3NO|1072|600.000|000000007282645940|20260204|E
3NO|1072|800.000|000000007282645840|20260204|E
3NO|1072|800.000|000000007282645470|20260204|E
3NO|1072|1200.000|000000007282644940|20260204|E
3NO|1072|1200.000|000000007282644940|20260204|E
3NO|1072|1200.000|000000007282644940|20260204|E
3NO|1072|1200.000|000000007282644940|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1072|588.000|000000007283904360|20260204|E
3NO|5173|336.000|000000007225960960|20260204|E
3NO|1072|588.000|000000007283904360|20260204|E
CA1|CA113|152.000|000000007189729330|20260203|E
CA1|CA113|152.000|000000007189729330|20260204|E
901|0007544612|500.000|000000000071826074|20260204|E
901|0007544612|500.000|000000000071826074|20260204|E
901|0007544612|500.000|000000000071826074|20260204|E
CA1|CA113|152.000|000000007189729330|20260204|E
CA1|CA113|152.000|000000007189729330|20260204|E
CA1|CA113|152.000|000000007189729330|20260204|E
901|0007544612|500.000|000000000071826074|20260204|E
CA1|CA113|152.000|000000007189729330|20260204|E
CA1|CA113|152.000|000000007189729330|20260204|E
CA1|CA113|152.000|000000007189729330|20260204|E
901|0007544612|500.000|000000000071826074|20260204|E
CA1|CA113|152.000|000000007189729330|20260204|E
901|0007499044|150.000|000000007297483830|20260204|E
901|0007499044|150.000|000000007297483830|20260204|E
901|0007481596|150.000|000000007297746830|20260204|E
901|0007499044|150.000|000000007297483830|20260204|E
901|0007481596|150.000|000000007297746830|20260204|E
901|0007498870|270.000|000000007289396130|20260204|E
901|0007498514|1716.000|000000007283645440|20260204|E
901|0007499044|150.000|000000007297483830|20260204|E
901|0007481596|150.000|000000007297746830|20260204|E
901|0007499044|150.000|000000007297483830|20260204|E
999|LOST&FOUND|400.000|000000007189687540|20260202|E
3NO|1072|588.000|000000007283906890|20260204|E
3NO|1072|588.000|000000007283906890|20260204|E
3NO|1072|588.000|000000007283906890|20260204|E
3NO|1072|96.000|000000007283945030|20260204|E
3NO|1254|300.000|000000007286677930|20260204|E
3NO|1072|720.000|000000007286986010|20260204|E
3NO|1072|1296.000|000000007287159530|20260204|E
3WE|5DB05|16.000|S0071742054|20260204|E
3NO|1072|324.000|000000007287199240|20260204|E
3NO|1072|324.000|000000007287199240|20260204|E
3NO|1072|324.000|000000007287199240|20260204|E
3NO|1072|324.000|000000007287199240|20260204|E
3NO|1350|150.000|000000007172179830|20260204|E
3NO|1306|1200.000|000000000072831556|20260204|E
3NO|1072|1200.000|000000000072837166|20260204|E
3NO|1072|144.000|000000000072851328|20260204|E
3NO|1254|16.000|000000000071742054|20260204|E
3NO|5173|560.000|000000007298800130|20260204|E
3NO|5173|560.000|000000007298800130|20260204|E
3NO|5173|560.000|000000007298800130|20260204|E
3NO|1072|150.000|000000007298868730|20260204|E
3NO|1072|150.000|000000007298868730|20260204|E
3NO|1072|150.000|000000007298868730|20260204|E
3NO|1072|54.000|000000007385165751|20260204|E
3NO|1072|54.000|000000007385165751|20260204|E
3NO|1072|1404.000|000000007287837840|20260204|E
3NO|1072|54.000|000000007385165751|20260204|E
3NO|1072|54.000|000000007385165751|20260204|E
3NO|1072|693.000|000000007287357710|20260204|E
3NO|1254|640.000|000000007287326030|20260204|E
3NO|1254|640.000|000000007287326030|20260204|E
3NO|1072|324.000|000000007287199240|20260204|E
3NO|1072|324.000|000000007287199240|20260204|E
3NO|1072|702.000|000000007289763040|20260204|E
3NO|1072|150.000|000000007298007130|20260204|E
3NO|1072|150.000|000000007298007130|20260204|E
3NO|1072|1584.000|000000007297635330|20260204|E
3NO|5173|1024.000|000000007297527130|20260204|E
3NO|5173|1024.000|000000007297527130|20260204|E
3NO|1072|150.000|000000007297483830|20260204|E
3NO|1072|150.000|000000007298007130|20260204|E
3NO|5173|560.000|000000007298800130|20260204|E
3NO|5173|84.000|000000007298751330|20260204|E
3NO|5173|84.000|000000007298751330|20260204|E
3NO|1072|756.000|000000007289687540|20260204|E
3NO|1072|756.000|000000007289687540|20260204|E
3NO|5173|84.000|000000007298751330|20260204|E
3NO|5173|84.000|000000007298751330|20260204|E
3NO|1072|1080.000|000000007289460230|20260204|E
3NO|5173|256.000|000000007289729330|20260204|E
3NO|5173|84.000|000000007298751330|20260204|E
3NO|5173|84.000|000000007298751330|20260204|E
3NO|5173|84.000|000000007298751330|20260204|E
3NO|1072|150.000|000000007298577640|20260204|E
3NO|1072|150.000|000000007298577640|20260204|E
3NO|1254|120.000|000000007298482630|20260204|E
3NO|1254|120.000|000000007298482630|20260204|E
3NO|1254|120.000|000000007298482630|20260204|E
3NO|1072|2574.000|000000007289740230|20260204|E
3NO|5173|1040.000|000000007289745940|20260204|E
3NO|1254|450.000|000000007288875130|20260204|E
3NO|1254|450.000|000000007288875130|20260204|E
901|WE-ZONE|4000.000|000000007173453240|20260204|E
901|0007498961|702.000|000000007289763040|20260204|E
901|WE-ZONE|4000.000|000000007173453240|20260204|E
901|0007539043|150.000|000000007297009430|20260204|E
901|0007539043|150.000|000000007297009430|20260204|E
901|0007539043|150.000|000000007297009430|20260204|E
901|0007539043|150.000|000000007297009430|20260204|E
901|0007498410|702.000|000000007283374160|20260204|E
901|0007538989|150.000|000000007289820130|20260204|E
CA1|CA116|800.000|000000000071721300|20260204|E
CA1|CA116|800.000|000000000071721300|20260204|E
901|0007538989|150.000|000000007289820130|20260204|E
CA1|CA116|800.000|000000000071721300|20260204|E
CA1|CA116|800.000|000000000071721300|20260204|E
CA1|CA116|800.000|000000000071721300|20260204|E
CA1|CA116|800.000|000000000071721300|20260204|E
CA1|CA116|4304.000|000000007172137550|20260204|E
CA1|CA116|4304.000|000000007172137550|20260204|E
CA1|CA116|4304.000|000000007172137550|20260204|E
CA1|CA116|4304.000|000000007172137550|20260204|E
3YC|E07-01C01|400.000|000000007182645840|20260126|E
3YC|E07-01C01|400.000|000000007182645840|20260127|E
3YC|E07-01C01|400.000|000000007182645840|20260127|E
3YC|E07-01C01|400.000|000000007182645840|20260127|E
3YC|E07-01C01|400.000|000000007182645840|20260127|E
3YC|E07-01C01|400.000|000000007182645840|20260128|E
3YC|E07-01C01|400.000|000000007182645840|20260128|E
3YC|E07-01C01|400.000|000000007182645840|20260128|E
3YC|E07-01C01|400.000|000000007182645840|20260128|E
CA1|CA116|600.000|000000007183656140|20260204|E
CA1|CA116|600.000|000000007183656140|20260204|E
CA1|CA116|600.000|000000007183656140|20260204|E
3YC|URGE01|120.000|000000007198482630|20260103|E
3YC|URGE01|104.000|000000007188729530|20260117|E
3YC|URGE01|104.000|000000007188729530|20260118|E
3YC|URGE01|104.000|000000007188729530|20260118|E
3YC|URGE01|104.000|000000007188729530|20260118|E
3YC|URGE01|104.000|000000007188729530|20260118|E
