Part Number|Description|Dep|PLN|Plant Mat Stat|Line|Unit/Bag|Unit/Box|UOM|Box Wgt Std|Stor.Conditions
S7183241830|Connector 3p 090 II Black|E|Z2|40|F0101021|36.000|800.000|EA|1552.000|WE
S7183241840|Connector 3p 090 II Light Gray|E|Z2|40|F0101021|36.000|800.000|EA|1552.000|WE
S7183251030|Connector 8p HLC Black|E|Z2|40|F0411008|36.000|400.000|EA|1428.000|WE
S7183449030|KAIZEN 0.64 DELPHI GT 1.5 UNSEALED CONN|E|Z2|40|F0411029|36.000|1000.000|EA|4840.000|WE
S7183449030P|KAIZEN 0.64 DELPHI GT 1.5 UNSEALED CONN|E|Z2|40|F0411029|36.000|1000.000|EA|4840.000|01
M510057140|PBT DURANEX PBT-HF-HS1 (CS7000NY)+PBT-HF|F|Z2|40||1600.000|800.000|KG|800000.000|
S854710201051|PF TORAYCON 1101G15UN AMARILLO|E|Z2|40|ME200101|1000.000|103.000|KG|103103.000|
M510002000|Resin UBE NYLON 1013NW8+UBENYLON 1013NW|F|Z2|40||798.000|474.000|KG|474.000|
S854301251048|NY ZY 70G35EF NC010 RED|E|Z2|40|ME200101|1000.000|102.000|KG|102102.000|
Y00000331|UC 55S61S9N 3015 LIGTH PINK 32|F|Z2|35||1.000|1.000|KG|1.000|
Y00000330|UC 55S91RH0 7036 PLATINUM GRAY|F|Z2|35||1.000|1.000|KG|1.000|
Y00000329|UC 55S21QH7 5012 LIGHT BLUE 32|F|Z2|35||1.000|1.000|KG|1.000|
Y00000328|UC 55S11QH8 4004 VIOLET 3235|F|Z2|35||1.000|1.000|KG|1.000|
Y00000327|UC 55S31S9Q 6018 YELLOW GREEN|F|Z2|35||1.000|1.000|KG|1.000|
Y00000326|UC 55S51S9R 2003 PASTEL ORANGE|F|Z2|35||1.000|1.000|KG|1.000|
Y00000325|UC 55S31S9S 6019 PASTEL GREEN|F|Z2|35||1.000|1.000|KG|1.000|
Y00000324|UC 55S71S9M 9010 PURE WHITE 32|F|Z2|35||1.000|1.000|KG|1.000|
Y00000323|UC 55S91QH5 9005 JET BLACK 323|F|Z2|35||1.000|1.000|KG|1.000|
Y00000322|UC 55S21QHB 5021 WATER BLUE 32|F|Z2|35||1.000|1.000|KG|1.000|
Y00000321|UC 55S31QH9 6017 MAY GREEN 323|F|Z2|35||1.000|1.000|KG|1.000|
7297287330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297287230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9435.000|
7297287130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297287030|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297270710|Connector 59p 110+250+MCON Dark Gray|E|Z1|40|E2C13008|150.000|150.000|EA|8325.000|
7297226830|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297226730|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297226630|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297226530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|7800.000|
7297226430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297226330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297110530|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297110430|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297110330|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9165.000|
7297110230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297110130|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297109330|Connector 52p APEX+YESC III Black|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297109230|Connector 52p APEX+Generation Y+YESC III|E|Z1|40|E3C07003|150.000|150.000|EA|9149.850|
7297102940|Connector 8p RH Light Gray|E|Z1|40|E3C02001|1000.000|1080.000|EA|4853.520|
7297074130|Connector 52p 025+060+110 Black|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297074030|Connector 52p 025+060+110 Black|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7297073930|Connector 52p 025+060+110 Black|E|Z1|40|E3C07003|150.000|150.000|EA|9045.000|
7288729530|CONECTOR|E|Z1|40|E2C13008|150.000|150.000|EA|8835.000|
7288694130|Connector 12p MCON Black|E|Z1|40|E3C05001|1000.000|896.000|EA|6657.280|
7288691840|Connector 48p 110+250 Light Gray|E|Z1|40|E3C02001|144.000|144.000|EA|5601.600|
7288657030|Connector 16p MCP Black|E|Z1|90|E3C10014|1000.000|1024.000|EA|8407.040|
7288366540|Connector 3p 110 Light Gray|E|Z1|40|E3C01001|1000.000|1200.000|EA|9240.000|
7287950830|Connector 26p 060+110+250 Black|E|Z1|40|E3C01001|256.000|256.000|EA|7362.560|
7287935830|CONECTOR|E|Z1|40|E3C03001|1540.000|1540.000|EA|6622.000|
7287935530|Connector 6p Generation Y+YESC Black|E|Z1|40|E2C13006|1000.000|1440.000|EA|6624.000|
7287919230|Connector 8p Generation Y Black|E|Z1|40|E3C12007|1000.000|1080.000|EA|9612.000|
7287904360|Connector 2p 375 Green|E|Z1|40|E3C03001|1000.000|448.000|EA|4838.400|
7287888690|CONECTOR|E|Z1|40|E3C03001|160.000|160.000|EA|8752.000|
7154339030|Rear Spacer Holder|E|Z1|40|E1C11001|1000.000|800.000|EA|4400.000|
7152565930|Connector Bracket|E|Z1|40|E1C11001|180.000|180.000|EA|2736.000|
7147880130|Connector Clip|E|Z1|40|E1C11001|1000.000|3500.000|EA|7000.000|
7147880030|Connector Clip|E|Z1|40|E1C11001|3000.000|3000.000|EA|5700.000|
7147871830|Connector Clip|E|Z1|40|E1C11001|1500.000|1500.000|EA|2745.000|
7147871730|Connector Clip|E|Z1|40|E1C11001|2000.000|2000.000|EA|2666.000|
7134868630|Box Cover Black|E|Z1|40|E1C11001|1000.000|800.000|EA|14960.000|
7134454930|Box Cover Black|E|Z1|40|E1C11001|1000.000|2500.000|EA|5750.000|
7129316680|Connector 6p 040 Brown|E|Z1|40|E1C11001|1000.000|1300.000|EA|5720.000|
7129196050|Connector 6p 045 Red|E|Z1|40|E1C11001|1000.000|1000.000|EA|2280.000|
7128196150|Connector 6p 045+Other Red|E|Z1|60|E1C11001|1000.000|1000.000|EA|2740.000|
S7172179730|48P (3XYOT 9.5MM+3XMCP 6.3MM+30XMCP 2.8M|E|Z2|40|F0411037|1000.000|60.000|EA|1020.000|WE
S7172108150E|CPA|E|Z2|40|G0205007|1000.000|4000.000|EA|8000.000|01
S7172102130|CPA|E|Z2|40|G0201012|1000.000|600.000|EA|1074.000|WE
S7172101830|Rear Spacer Holder|E|Z2|40|G0104023|1000.000|600.000|EA|2700.000|WE
S7171377430|82622-0R010_00 570A-2012 82622|E|Z2|40|G0104023|1000.000|120.000|EA|1269.600|WE
S7158741350|CPA|E|Z2|40|F0604038|1000.000|1620.000|EA|3240.000|WE
S7158708250|CPA|E|Z2|40|G0201015|1000.000|1500.000|EA|480.000|WE
S7158617440|TPA|E|Z2|40|F0305023|1000.000|1000.000|EA|3000.000|WE
S7157781880_10|123P (69x1.5mm=42x2.8mm=10x6.3mm=2x9.5mm|E|Z2|40|F0204040|1000.000|1000.000|EA|1280.000|WE
S7157781880E|SWP TYPE CONN REAR HOLDER|E|Z2|40|F0204003|1000.000|1000.000|EA|1280.000|WE
S7157781880|Rear Spacer Holder|E|Z2|40|F0204006|1000.000|1000.000|EA|1280.000|WE
722884984W|Connector 40p 060+110 Light Gray|E|Z1|20||96.000|96.000|EA|9436.800|
722884793W|BULK HEAD CONNECTOR 40P SUB ASSY MALE TY|E|Z1|20||96.000|96.000|EA|9582.720|
722883533W|BULK HEAD CONNECTOR 40P SUB ASSY MALE TY|E|Z1|20||96.000|96.000|EA|9582.720|
722883513W|BULK HEAD CONNECTOR 40P SUB ASSY MALE TY|E|Z1|20||96.000|96.000|EA|9408.000|
722883174W|BULK HEAD CONNECTOR 40P SUB ASSY MALE TY|E|Z1|20||96.000|96.000|EA|9648.960|
722883154W|Connector 40p Other Light Gray|E|Z1|20||96.000|96.000|EA|9436.800|
722882268W|BULK HEAD CONNECTOR 40P SUB ASSY MALE TY|E|Z1|20||1000.000|96.000|EA|9647.040|
722857694W|Connector 40p 060+110 Light Gray|E|Z1|20||96.000|96.000|EA|9436.800|
722850718W|BULK HEAD CONNECTOR 40P SUB-ASS\'Y MALE|E|Z1|20||1000.000|96.000|EA|9647.040|
722819024W|Connector 40p 110 Light Gray|E|Z1|20||96.000|96.000|EA|8579.232|
722819018W|Connector 40p 110 Brown|E|Z1|20||96.000|96.000|EA|8.544|
7286191830|Connector 26p 025+060 Black|E|Z1|20||1000.000|300.000|EA|2835.000|BD
7286187130|Connector 43p YESC Black|E|Z1|20|E2C14001|108.000|108.000|EA|5940.000|
7286187030|Connector 43p YESC Black|E|Z1|20||108.000|108.000|EA|5940.000|
7286080340|Connector 14p 060+110 Light Gray|E|Z1|20||1000.000|300.000|EA|5235.000|
7286046540|DELETE CAP|E|Z1|20||1000.000|600.000|EA|6672.000|
7286046040|DELETE CAP|E|Z1|20|E3C01002|1000.000|800.000|EA|6616.000|
7285110930|Box Housing 5p Black|E|Z1|20||1000.000|28.000|EA|4900.000|
7283950430|Connector 28p YESC+YESC Kaizens Black|E|Z1|20||96.000|96.000|EA|6259.200|
7283915340|Connector 34p YESC Light Gray|E|Z1|20|E3C03001|96.000|96.000|EA|4547.520|
7283907740|Connector 16p 025 Light Gray|E|Z1|20|E2C15003|588.000|588.000|EA|2998.800|
7283866240|Connector 6p 035 Light Gray|E|Z1|20|E3C01002|1000.000|2000.000|EA|3200.000|BD
7282457890|Connector 22p 025 II Blue|E|Z1|20||1000.000|480.000|EA|3024.000|
7282453130|090-2 3P SEALED CONN HOUSING (M) SUB ASS|E|Z1|20|E3C02001|702.000|702.000|EA|400.140|
7282345740|16P 1.5MM YESC UNSEALED DELETE CAP W/RET|E|Z1|20|E3C01002|1000.000|500.000|EA|5805.000|
7282345640|Connector 6p YESC Light Gray|E|Z1|20||1000.000|800.000|EA|6043.200|
7282344130|Connector 8p YESC Kaizen Black|E|Z1|20|E3C01002|1000.000|1000.000|EA|96200.000|
7282306240|2P 1.5MM YESC UNSEALED DELETED CAP W RET|E|Z1|20||1000.000|1500.000|EA|6900.000|
7282306140|8P 1.5MM YESC-II UNSEALED DELTED CAP W|E|Z1|20||1000.000|800.000|EA|6608.000|
7282251630|Connector 10p 090 II Black|E|Z1|20|E3C03001|1000.000|500.000|EA|5400.000|
7282234340|4P YESC KAIZEN 1.5MM UNSEALED MALE SUB A|E|Z1|20||1000.000|800.000|EA|6880.000|
7282201030|Connector 1p 090 II Black|E|Z1|20|E3C01002|1000.000|1500.000|EA|3150.000|
7282196670|Connector 26p 090 II+187 Yellow|E|Z1|20|E3C05001|240.000|240.000|EA|7416.000|
72833028|Connector 2p 312 Natural|E|Z1|20|E3C01002|1000.000|1600.000|EA|7984.000|
72832722|Connector 22p 090 II Natural|E|Z1|20|E3C01002|1000.000|400.000|EA|3992.000|
72832236|Connector 5p 025 Natural|E|Z1|20|E3C01002|1000.000|1800.000|EA|2610.000|
72831612|Connector 11p 090 II Natural|E|Z1|20||1000.000|1600.000|EA|7840.000|
72831109|090-2 8P 187 2P HYBRID CONNECTOR FEMALE|E|Z1|20||1000.000|1200.000|EA|5760.000|
72831010|Connector 1p 090 II Natural|E|Z1|20|E3C01002|500.000|2400.000|EA|2160.000|
72828665|Connector 16p 035 Natural|E|Z1|20|E3C01002|1000.000|1000.000|EA|7500.000|BD
72827967|Connector 16p 090 II Natural|E|Z1|20|E3C01002|1000.000|600.000|EA|13680.000|
72827431|Connector 13p 090 II Natural|E|Z1|20|E3C01002|1000.000|600.000|EA|58260.000|
72827335|090II 43P HYBRID CONNECTOR SUB-ASSY (M),|E|Z1|20||1000.000|800.000|EA|800.000|
72827166|Connector 6p 090 II Natural|E|Z1|20|E3C03001|1000.000|1200.000|EA|8280.000|
S7122176180|Connector 16p S Brown|E|Z2|20||36.000|300.000|EA|300.000|WE
S7122168990|S TYPE CONNECTOR HOUSING 8P MALE L, HOUS|E|Z2|20||36.000|500.000|EA|4500.000|WE
S7122142440|Connector 2p SWP Light Gray|E|Z2|20||36.000|1000.000|EA|3430.000|WE
S7122121090|Connector 12p 090 Blue|E|Z2|20||36.000|500.000|EA|500.000|WE
S7047960430|RETAINER REAR LAMP WIRING, NYLON-66 B W/|E|Z2|20||36.000|4200.000|EA|2940.000|WE
S7047958030|Tape Clip|E|Z2|20||36.000|2500.000|EA|1350.000|WE
S071838927E|Connector 2p 250 Natural|E|Z2|20||36.000|1500.000|EA|2730.000|01
S071720937P|Front Spacer Holder|E|Z2|20||36.000|2400.000|EA|4176.000|01
S071586578P|Front Spacer Holder|E|Z2|20||36.000|3080.000|EA|1724.800|01
S071586173P|Y-TYPE 9.5MM SEALED CONNECTOR 2P M FRONT|E|Z2|20||36.000|776.000|EA|1544.240|01
S071584217P|Front Spacer Holder|E|Z2|20||36.000|1008.000|EA|1280.160|01
7198440740|6P 4P 0.64 GEN-Y + 2P 6.3 YESC UNSEALED|E|Z2|20||1000.000|900.000|EA|3573.000|
7198433340|6P YESC 1.5MM SEALED FEMALE HOUSING BLOC|E|Z2|20||1000.000|270.000|EA|3582.900|
7198100640|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z2|20||1000.000|120.000|EA|3432.000|01
7198100530|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z2|20||1000.000|0.000|EA|0.000|01
7198100430|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z2|20||1000.000|0.000|EA|0.000|01
7198100330|40P 2X6 3MM + 10X2 8MM + 28X1 2MM SEALED|E|Z2|20||1000.000|0.000|EA|0.000|01
7198067540|8P 2XAPEX 2.8 6XGEN-Y SEALED FEMALE HO|E|Z2|40|G0211001|1000.000|400.000|EA|5476.000|01
7198034160|59P 43PX1.2MM 12PX2.8MM 4PX6.3MM UNSEA|E|Z2|40|G0322002|1000.000|152.000|EA|4249.920|01
7198019290|1DP 4P WP F CONNECTOR HOUSING CODE Z|E|Z2|20||1000.000|0.000|EA|0.000|01
7198019140|1DP 4P WP F CONNECTOR HOUSING CODE G|E|Z2|20||1000.000|0.000|EA|0.000|01
7198019080|1DP 4P WP F CONNECTOR HOUSING CODE F|E|Z2|20||1000.000|0.000|EA|0.000|01
7183457740|0.64-2 10P CONNECTOR HOUSING FEMALE C:LY|E|Z2|20||1000.000|1580.000|EA|2638.600|
7183453730|090-2 3P SEALED CONNECTOR HOUSING FEMALE|E|Z2|20||1000.000|548.000|EA|2789.320|
7183453640|090-2 3P SEALED CONN HOUSING F TYPE-D, H|E|Z2|20||1000.000|548.000|EA|2734.520|
7183453530|090-2 3P SEALED CONN HOUSING FEMALE (TYP|E|Z2|20||1000.000|548.000|EA|2734.520|
7183419240|43P LIF YESC UNSEALED FEMALE HOUSING KEY|E|Z2|40|F0511016|1000.000|192.000|EA|4129.920|01
7183352340|13P 9P KAIZEN 0.64+4P 1.5 UNSEALED FEMAL|E|Z2|40|F0511016|1000.000|632.000|EA|3248.480|01
7183339230|1.5 USCAR 4P FEMALE HOUSING|E|Z2|40|F0508011|1000.000|324.000|EA|3473.280|01
7183278430|38P YESC KAIZEN 30P0.64+ 8P2.8 UNSEALED|E|Z2|40|F0511021|1000.000|200.000|EA|3482.000|01
7183196640|090-2 20P 187 6P LIF CONNECTOR HOUSING F|E|Z2|40|F0511017|1000.000|336.000|EA|3578.400|01
7183192880|HEAD LAMP CONNECTOR HOUSING 2P FEMALE, P|E|Z2|20||1000.000|500.000|EA|2720.000|
7183161280|090-2 11P CONNECTOR HOUSING FEMALE, PBT|E|Z2|20||1000.000|800.000|EA|3408.000|
7173693130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173693030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173692930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173692830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173692630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173692530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173692430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173692330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173692230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|5939.700|01
7173687230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173687130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173611430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173611330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173611230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173611130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173611030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173610930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173610830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173610730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173610630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173610530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173610430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173539230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173539130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173539030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173538930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173538830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173538730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173538630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173538530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173538430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2965.950|01
7173538330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173538230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173455430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173455330|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173455230|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173455130|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|390.000|EA|3545.100|01
7173447030|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446930|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446830|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446730|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446630|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446530|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7173446430|Mat Seal Cover Black|E|Z2|40|T2G03001|1000.000|195.000|EA|2969.850|01
7172178830|Mat Seal Cover Black|E|Z2|40|G0105010|1000.000|1716.000|EA|2127.840|01
7172178630|Mat Seal Cover Black|E|Z2|40|G0201015|1000.000|1716.000|EA|2247.960|01
7172169730|12P 1.2MM UNSEALED FEMALE ROUTING COVER|E|Z2|40|G0201015|1000.000|1386.000|EA|1067.220|01
7172166330|Mat Seal Cover Black|E|Z2|40|G0201007|1000.000|1720.000|EA|2132.800|01
7172162790|Front Spacer Holder|E|Z2|20||1000.000|1600.000|EA|880.000|
7172155550|CPA|E|Z2|40|G0205002|1000.000|2400.000|EA|816.000|01
7172155490|Front Spacer Holder|E|Z2|20||1000.000|152.000|EA|152.000|01
7172155460|Front Spacer Holder|E|Z2|40|G0105016|1000.000|152.000|EA|673.360|
7172154710|Front Spacer Holder|E|Z2|40|F0101505|1000.000|600.000|EA|330.000|01
7172148530|Rear Spacer Holder|E|Z2|20||1000.000|630.000|EA|308.700|
7172093430|8P GEN-Y 0.64 SEALED FEMALE CONNECTOR M|E|Z2|40|F0101021|1000.000|1720.000|EA|2132.800|01
S7173542030|48P CCC UEC FEMALE WIRE SHIELD RETAINING|E|Z2|40|F0311033|1000.000|300.000|EA|2070.000|WE
S7173553430|48P CCC UEC FEMALE WIRE SHIELD RETAINING|E|Z2|40|F0311033|1000.000|250.000|EA|1772.500|WE
7137274170|Connector Seal / Packing Yellow|F|Z2|40||14000.000|14000.000|EA|12572.000|
S854301255406|NY ZY 70G35EF NC010 DARK GREY|E|Z2|40|ME200101|1000.000|102.000|KG|102102.000|
7277079030|52P 38XGEN-Y 0.64 10XYESCIII 1.5 4XAPEX|E|Z1|40|E3C07003|150.000|150.000|EA|135.000|
Y00000349|ONCOLOR 10015962 GRAY|F|Z2|60||1.000|1.000|KG|1.000|
71371375|Connector Seal / Packing Blue|F|Z2|40||1000.000|500.000|EA|150.000|
71371470|Connector Seal / Packing Light Gray|F|Z2|40||1000.000|500.000|EA|220.000|BD
71574020|TPA|F|Z2|40||20000.000|1000.000|EA|300.000|
71579465|Spring|F|Z2|40||1000.000|60000.000|EA|6000.000|
71579477|Spring|F|Z2|40||1000.000|10000.000|EA|1000.000|
71850546|2P 8MM SP SEALED 180 MALE HOUSING|E|Z2|40|G0311012|1000.000|90.000|EA|4383.000|01
71894762|14P 1.2 UNSEALED FEMALE HOUSING|E|Z2|40|G0311014|1000.000|408.000|EA|2521.440|01
7186975130|43P 34X1.5+6X2.8+3X6.3 UNSEALED LIF YESC|E|Z2|40|G0321003|1000.000|120.000|EA|4088.400|01
71721362|8P 1.2MM UNSEALED ISL|E|Z2|40|F0101505|1000.000|2776.000|EA|694.000|01
7173305960|Lever|E|Z2|40|G0211004|1000.000|552.000|EA|1562.160|01
7198306030|42P (2X6.3MM + 6X2.8MM + 34X1.2MM) UNSEA|E|Z2|40|F0411038|1000.000|300.000|EA|5262.000|01
7172107650|CPA|E|Z2|40|G0201503|1000.000|1584.000|EA|411.840|01
71584193|2.8 SYSTEM SEALED CONNECTOR 4P FEMALE FR|E|Z2|40|G0201014|1000.000|1232.000|EA|997.920|01
7189955030|15P 9X0 64MM 6X2 8MM UNSEALED FEMALE HO|E|Z2|40|G0411027|1000.000|700.000|EA|6153.000|01
7189987030|6P 4X1 5 PLUS 2X6 3 FEMALE CONNECTOR HOU|E|Z2|40|F0411029|1000.000|704.000|EA|5047.680|01
71821198|090-2 18P 187 1P HYBRID CONNECTOR HOUSIN|E|Z2|40|F0204003|1000.000|272.000|EA|4047.360|01
71585369|090-2 2P CONNECTOR SPACER FEMALE, PBT NA|E|Z2|40|F0101505|1000.000|4000.000|EA|560.000|01
71585372|187 6P CONNECTOR SPACER FEMALE, PBT NA W|E|Z2|40|F0101501|1000.000|1000.000|EA|480.000|01
71585980|1.5SYSTEM CONNECTOR 16P M FRONT HOLDER,|E|Z2|40|F0605017|1000.000|600.000|EA|684.000|01
7187159830|2P 1.5MM YESC REDUCED PITCH SEALED FEMAL|E|Z2|40|F0101029|1000.000|1296.000|EA|6739.200|01
7158545450|CPA|E|Z2|40|G0404017|1000.000|1440.000|EA|1857.600|01
7158576890|0.64 SYSTEM CONNECTOR 12P MALE SIDE SPAC|E|Z2|40|G0201501|1000.000|2000.000|EA|320.000|01
71584741|1.5 SYSTEM SEALED CONNECTOR 10P (F) FRON|E|Z2|40|G0104018|1000.000|1620.000|EA|3256.200|01
71837433|090-2 3P CONNECTOR HOUSING FEMALE, PBT N|E|Z2|40|F0204040|1000.000|1000.000|EA|1700.000|01
71576805|090-2 3P SEALED CONNECTOR SPACER MALE, H|E|Z2|40|G0201015|1000.000|704.000|EA|401.280|01
71850556|3P 9 5MM TERMINAL HOLDER|E|Z2|40|G0311012|1000.000|90.000|EA|4168.800|01
7158597350|2.8SYSTEM CONNECTOR 4P F FRONT HOLDER, O|E|Z2|40|G0205001|1000.000|2080.000|EA|1102.400|01
7297706430|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297706030|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297705930|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297619630|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297619530|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297618730|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297618630|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297618430|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297618230|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297618130|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
7297618030|Connector 52p APEX+Generation Y+YESC III|E|Z1|35|E3C07003|150.000|150.000|EA|9045.000|
Y00000317|UC 55S81QHA 8011 NUT BROWN 323|F|Z2|35||1.000|1.000|KG|1.000|
Y00000295|UC 55S21S9U 5005 SIGNAL BLUE 3|F|Z2|35||1.000|1.000|KG|1.000|
M510110000|Resin ZYTEL FR95G25V0NH|F|Z2|60||1000.000|1.000|KG|1.000|
7185427106|SPD8 GEN 2 FEMALE TERMINAL RIGHT|F|Z2|35||1.000|1.000|EA|11.720|
7185427006|SPD8 GEN 2 FEMALE TERMINAL LEFT|F|Z2|35||1.000|1.000|EA|11.650|
7185423206|YESC 1.5MM SHORT TERMINAL|F|Z2|35||1.000|1.000|EA|0.650|
7172621860|Seal Green|F|Z2|40||1000.000|1000.000|EA|8050.000|
7137926530|Connector Seal / Packing Black|F|Z2|35||10000.000|10000.000|EA|11500.000|
