MATNR|PLWRK|GSMNG|PEDTR|MDV01|KDMAT|GUM|SHIFT
000000007298566240|1815|5460.000|20260316|E3C04001|7298566240|0.00000|2
000000007298681840|1815|6900.000|20260316|E3C04001|7298681840|0.00000|2
000000007298751330|1815|5964.000|20260316|E3C04001|7298751330|0.00000|2
000000007298797930|1815|3920.000|20260316|E3C05001|68711242AA|0.00000|2
000000007298800130|1815|19600.000|20260316|E2C13005|7298800130|0.00000|2
000000007298800340|1815|3920.000|20260316|E2C13005|7298800340|0.00000|2
000000007298850130|1815|2160.000|20260316|E3C12007|7298850130|0.00000|2
000000007298850530|1815|1080.000|20260316|E3C12007|7298850530|0.00000|2
000000007298850630|1815|1080.000|20260316|E3C12007|7298850630|0.00000|2
000000000072773005|1815|50304.000|20260316|E3C02001|72773005|0.00000|2
000000000072851965|1815|240.000|20260316|E3C04001|72851965|0.00000|2
000000007286339530|1815|1200.000|20260316|E3C01002|7286339530|0.00000|2
000000007287539330|1815|2000.000|20260316|E3C05001|7287539330|0.00000|2
000000007297101730|1815|750.000|20260316|E2C14001|7297101730|0.00000|2
000000007298100230|1815|672.000|20260316|E2C13011|7298100230|0.00000|2
000000007298905130|1815|1512.000|20260316|E3C07001|7298905130|0.00000|2
000000007298908540|1815|1512.000|20260316|E3C07001|7298908540|0.00000|2
000000007385106151|1815|1620.000|20260316|E3C09001|7385106151|0.00000|2
000000007385113351|1815|1296.000|20260316|E3C09001|7385113351|0.00000|2
000000007385116451|1815|240.000|20260316|E3C09001|7385116451|0.00000|2
000000007385165751|1815|3672.000|20260316|E3C09001|7385165751|0.00000|2
000000000070471664|1815|50400.000|20260316|E1C11001|70471664|0.00000|2
000000000070475344|1815|54144.000|20260316|E1C11001|70475344|0.00000|2
000000000070479171|1815|15000.000|20260316|E1C11001|70479171|0.00000|2
000000000070479606|1815|33600.000|20260316|E1C11001|70479606|0.00000|2
000000000071221640|1815|3000.000|20260316|E1C11001|71221640|0.00000|2
000000000071222825|1815|3000.000|20260316|E1C11001|71222825|0.00000|2
000000000071231508|1815|800.000|20260316|E1C11001|88952787|0.00000|2
000000000071235125|1815|4000.000|20260316|E1C11001|71235125|0.00000|2
000000000071238146|1815|700.000|20260316|E1C11001|71238146|0.00000|2
000000000071474069|1815|9000.000|20260316|E1C11001|71474069|0.00000|2
000000000071479091|1815|5000.000|20260316|E1C11001|71479091|0.00000|2
000000000071479093|1815|8000.000|20260316|E1C11001|71479093|0.00000|2
000000000071479095|1815|5000.000|20260316|E1C11001|71479095|0.00000|2
000000000071576620|1815|5000.000|20260316|E1C11001|71576620|0.00000|2
000000000071721610|1815|5000.000|20260316|E1C11001|71721610|0.00000|2
000000000071734533|1815|582591.000|20260316|E1C11001|71734533|0.00000|2
000000000071734535|1815|138400.000|20260316|E1C11001|71734535|0.00000|2
000000000071741047|1815|2080.000|20260316|E1C11001|71741047|0.00000|2
000000000071741048|1815|1920.000|20260316|E1C11001|71741048|0.00000|2
000000000071741049|1815|1760.000|20260316|E1C11001|71741049|0.00000|2
000000000071741436|1815|37920.000|20260316|E1C11001|71741436|0.00000|2
000000000071742054|1815|1200.000|20260316|E1C11001|71742054|0.00000|2
000000000071832413|1815|2000.000|20260316|E1C11001|71832413|0.00000|2
000000000071832414|1815|3750.000|20260316|E1C11001|71832414|0.00000|2
000000000071832415|1815|7500.000|20260316|E1C11001|71832415|0.00000|2
000000000071836322|1815|3750.000|20260316|E1C11001|71836322|0.00000|2
000000000071851037|1815|7750.000|20260316|E1C11001|71851037|0.00000|2
000000000071856128|1815|104.000|20260316|E1C11001|71856128|0.00000|2
000000000071856140|1815|240.000|20260316|E1C11001|71856140|0.00000|2
000000000071859559|1815|520.000|20260316|E1C11001|71859559|0.00000|2
000000007047534430|1815|21000.000|20260316|E1C11001|7047534430|0.00000|2
000000007122412330|1815|18200.000|20260316|E1C11001|7122412330|0.00000|2
000000007123411330|1815|2000.000|20260316|E1C11001|7123411330|0.00000|2
000000007123412330|1815|1300.000|20260316|E1C11001|7123412330|0.00000|2
000000007123421030|1815|2400.000|20260316|E1C11001|7123421030|0.00000|2
000000007123422030|1815|2400.000|20260316|E1C11001|7123422030|0.00000|2
000000007123422040|1815|6400.000|20260316|E1C11001|7123422040|0.00000|2
000000007123501430|1815|78400.000|20260316|E1C11001|7123501430|0.00000|2
000000007123621440|1815|5000.000|20260316|E1C11001|7123621440|0.00000|2
000000007123756430|1815|6930.000|20260316|E1C11001|7123756430|0.00000|2
000000007123762430|1815|5000.000|20260316|E1C11001|7123762430|0.00000|2
000000007147871730|1815|4000.000|20260316|E1C11001|7147871730|0.00000|2
000000007147880030|1815|3000.000|20260316|E1C11001|7147880030|0.00000|2
000000007147880330|1815|79600.000|20260316|E1C11001|7147880330|0.00000|2
000000007152522830|1815|2000.000|20260316|E1C11001|7152522830|0.00000|2
000000007152550130|1815|1260.000|20260316|E1C11001|68551552AA|0.00000|2
000000007152565930|1815|1260.000|20260316|E1C11001|7152565930|0.00000|2
000000007157604070|1815|3000.000|20260316|E1C11001|7157604070|0.00000|2
000000007157642080|1815|12000.000|20260316|E1C11001|7157642080|0.00000|2
000000007157781480|1815|5000.000|20260316|E1C11001|7157781480|0.00000|2
000000007158617440|1815|135867.000|20260316|E1C11001|7158617440|0.00000|2
000000007172101830|1815|2400.000|20260316|E1C11001|7172101830|0.00000|2
000000007172179830|1815|12750.000|20260316|E1C11001|7172179830|0.00000|2
000000007172179930|1815|12000.000|20260316|E1C11001|7172179930|0.00000|2
000000007172187530|1815|3600.000|20260316|E1C11001|7172187530|0.00000|2
000000007172187730|1815|3750.000|20260316|E1C11001|7172187730|0.00000|2
000000007173453240|1815|428000.000|20260316|E1C11001|7173453240|0.00000|2
000000007173453440|1815|177486.000|20260316|E1C11001|7173453440|0.00000|2
000000007173542030|1815|15600.000|20260316|E1C11001|7173542030|0.00000|2
000000007173553430|1815|17500.000|20260316|E1C11001|7173553430|0.00000|2
000000007174022330|1815|1750.000|20260316|E1C11001|7174022330|0.00000|2
000000007174105140|1815|1920.000|20260316|E1C11001|7174105140|0.00000|2
000000007174120130|1815|1800.000|20260316|E1C11001|68366507AA|0.00000|2
000000007174155530|1815|7040.000|20260316|E1C11001|7174155530|0.00000|2
000000007174272130|1815|62340.000|20260316|E1C11001|7174272130|0.00000|2
000000007183241330|1815|8000.000|20260316|E1C11001|7183241330|0.00000|2
000000007183241430|1815|11250.000|20260316|E1C11001|7183241430|0.00000|2
000000007183632130|1815|4000.000|20260316|E1C11001|7183632130|0.00000|2
000000007183772540|1815|6000.000|20260316|E1C11001|7183772540|0.00000|2
000000007185052751|1815|1250.000|20260316|E1C11001|7185052751|0.00000|2
000000007185955451|1815|2000.000|20260316|E1C11001|7185955451|0.00000|2
000000007185955530|1815|150.000|20260316|E1C11001|7185955530|0.00000|2
000000007185955851|1815|560.000|20260316|E1C11001|7185955851|0.00000|2
000000007185956030|1815|640.000|20260316|E1C11001|7185956030|0.00000|2
7157781880_10|1815|1000.000|20260316|E1C11001|7157781880E|0.00000|2
000000007297009330|1815|3900.000|20260316|E3C07003|7297009330|0.00000|2
000000000072821060|1815|19200.000|20260316|E3C01002|72821060|0.00000|2
000000007282324340|1815|3600.000|20260316|E3C01002|7282324340|0.00000|2
000000007282344040|1815|7200.000|20260316|E3C01002|7282344040|0.00000|2
000000007282644340|1815|129300.000|20260316|E3C10020|7282644340|0.00000|2
000000007282656840|1815|8400.000|20260316|E3C01002|88988270|0.00000|2
000000007283074390|1815|2520.000|20260316|E3C01002|7283074390|0.00000|2
000000007283304290|1815|2430.000|20260316|E3C01002|7283304290|0.00000|2
000000007283401660|1815|25740.000|20260316|E3C01002|7283401660|0.00000|2
000000007283454860|1815|1260.000|20260316|E3C01002|7283454860|0.00000|2
000000007283645470|1815|22308.000|20260316|E3C10003|68631415AA|0.00000|2
000000007283645740|1815|7700.000|20260316|E3C12012|19167919|0.00000|2
000000007283907630|1815|50568.000|20260316|E2C15003|15136073|0.00000|2
000000007286677930|1815|75000.000|20260316|E3C01002|13581063|0.00000|2
000000007287181240|1815|3740.000|20260316|E3C01002|7287181240|0.00000|2
000000007287837840|1815|120464.000|20260316|E3C10021|7287837840|0.00000|2
000000007289460230|1815|108000.000|20260316|E3C10035|7289460230|0.00000|2
000000007289729440|1815|11776.000|20260316|E2C14001|7289729440|0.00000|2
000000007297433240|1815|13750.000|20260316|E3C09004|68631413AA|0.00000|2
000000000071585385|1815|2400.000|20260316|G0105017|71585385|0.00000|1
000000000071837166|1815|2000.000|20260316|F0605001|71837166|0.00000|1
000000007183411040|1815|2000.000|20260316|F0204009|7183411040|0.00000|1
000000007185956651|1815|300.000|20260316|G0105019|7185956651|0.00000|1
S7185955451|1815|2000.000|20260316|G0105019|S7185955451|0.00000|1
S7123411330|1815|2000.000|20260316|G0104023|S7123411330|0.00000|1
000000007172092530|1815|1720.000|20260316|F0101021|7172092530|0.00000|1
000000007172166130|1815|3440.000|20260316|F0101021|7172166130|0.00000|1
000000007172202230|1815|1720.000|20260316|F0101021|7172202230|0.00000|1
000000007173583430|1815|1365.000|20260316|T2G03001|7173583430|0.00000|1
000000007173656230|1815|585.000|20260316|T2G03001|7173656230|0.00000|1
000000007173668830|1815|195.000|20260316|T2G03001|7173668830|0.00000|1
000000007173696430|1815|780.000|20260316|T2G03001|7173696430|0.00000|1
000000007189778230|1815|2316.000|20260316|G0105017|7189778230|0.00000|1
S7157781880E|1815|1000.000|20260316|F0204061|S7157781880E|0.00000|1
000000000071584819|1815|13512.000|20260316|F0204061|71584819|0.00000|1
000000007158907540|1815|576.000|20260316|F0511021|7158907540|0.00000|1
000000007183716640|1815|3000.000|20260316|F0605004|7183716640|0.00000|1
000000007183907490|1815|3080.000|20260316|F0605001|7183907490|0.00000|1
000000007189763190|1815|1280.000|20260316|F0511028|7189763190|0.00000|1
S0071832414|1815|2500.000|20260316|F0411003|S0071832414|0.00000|1
S0071856128|1815|108.000|20260316|G0322001|S0071856128|0.00000|1
S0071856140|1815|240.000|20260316|G0422005|S0071856140|0.00000|1
S7185955530|1815|152.000|20260316|G0322002|S7185955530|0.00000|1
S7185955851|1815|720.000|20260316|G0105019|S7185955851|0.00000|1
000000007183594630|1815|840.000|20260316|G0211001|7183594630|0.00000|1
S0071576620|1815|5000.000|20260316|F0101028|S0071576620|0.00000|1
S7147880030|1815|3000.000|20260316|G0211001|S7147880030|0.00000|1
000000000071585980|1815|3000.000|20260316|F0605017|71585980|0.00000|1
000000007298158930|1815|4800.000|20260202|E3C09002|7298158930|0.00000|2
000000007298868730|1815|2400.000|20260202|E3C09002|7298868730|0.00000|2
000000007277117530|1815|300.000|20260202|E3C07003|7277117530|0.00000|2
000000007297584740|1815|300.000|20260202|E3C07003|7297584740|0.00000|2
000000007297619330|1815|300.000|20260202|E3C07003|7297619330|0.00000|2
000000000072824578|1815|12000.000|20260202|E2C14001|72824578|0.00000|2
000000000072831198|1815|2000.000|20260202|E3C01002|72831198|0.00000|2
000000000072835846|1815|6600.000|20260202|E3C04001|72835846|0.00000|2
000000000072837166|1815|2400.000|20260202|E3C01001|72837166|0.00000|2
000000000072863885|1815|1920.000|20260202|E2C14001|72863885|0.00000|2
000000000072870738|1815|4000.000|20260202|E3C01002|72870738|0.00000|2
000000007223782630|1815|1200.000|20260202|E3C03001|7223782630|0.00000|2
000000007282243230|1815|6600.000|20260202|E3C05001|19179142|0.00000|2
000000007282324340|1815|6600.000|20260202|E3C01002|7282324340|0.00000|2
000000007282388530|1815|4000.000|20260202|E3C01002|7282388530|0.00000|2
000000007282550840|1815|1600.000|20260202|E3C03001|7282550840|0.00000|2
000000007282769640|1815|3000.000|20260202|E3C01001|19115699|0.00000|2
000000007282902230|1815|4000.000|20260202|E3C01002|89047353|0.00000|2
000000007282907280|1815|5000.000|20260202|E3C01002|89047490|0.00000|2
000000007283114840|1815|4800.000|20260202|E3C01001|7283114840|0.00000|2
000000007283607630|1815|6000.000|20260202|E3C03001|7283607630|0.00000|2
000000007283716630|1815|6000.000|20260202|E3C01001|7283716630|0.00000|2
000000007283716640|1815|6000.000|20260202|E3C01001|7283716640|0.00000|2
000000007283769640|1815|6000.000|20260202|E3C04001|13505999|0.00000|2
000000007286391530|1815|6000.000|20260202|E3C02001|7286391530|0.00000|2
000000007287191630|1815|1920.000|20260202|E2C14001|7287191630|0.00000|2
000000007289399130|1815|1920.000|20260202|E3C04001|7289399130|0.00000|2
000000007289399530|1815|4800.000|20260202|E3C05001|7289399530|0.00000|2
000000007297434640|1815|10800.000|20260202|E3C02001|7297434640|0.00000|2
000000007298138230|1815|1920.000|20260202|E3C05001|7298138230|0.00000|2
000000007298306070|1815|1600.000|20260202|E3C03001|7298306070|0.00000|2
000000007298459460|1815|12000.000|20260202|E3C07001|7298459460|0.00000|2
000000007298681840|1815|4000.000|20260202|E3C04001|7298681840|0.00000|2
000000007298850530|1815|10800.000|20260202|E3C12007|7298850530|0.00000|2
000000007289459930|1815|10800.000|20260202|E3C10035|7289459930|0.00000|2
000000000071222825|1815|6000.000|20260202|E1C11001|71222825|0.00000|2
000000000071231620|1815|4000.000|20260202|E1C11001|71231620|0.00000|2
000000000071235125|1815|4000.000|20260202|E1C11001|71235125|0.00000|2
000000000071479091|1815|5000.000|20260202|E1C11001|71479091|0.00000|2
000000000071479093|1815|12000.000|20260202|E1C11001|71479093|0.00000|2
000000000071741047|1815|1920.000|20260202|E1C11001|71741047|0.00000|2
000000000071832413|1815|2000.000|20260202|E1C11001|71832413|0.00000|2
000000007123421030|1815|2400.000|20260202|E1C11001|7123421030|0.00000|2
000000007123422030|1815|1600.000|20260202|E1C11001|7123422030|0.00000|2
000000007123762430|1815|5000.000|20260202|E1C11001|7123762430|0.00000|2
000000007147871830|1815|6000.000|20260202|E1C11001|7147871830|0.00000|2
000000007147880030|1815|3000.000|20260202|E1C11001|7147880030|0.00000|2
000000007152522830|1815|2000.000|20260202|E1C11001|7152522830|0.00000|2
000000007157604070|1815|6000.000|20260202|E1C11001|7157604070|0.00000|2
000000007183772540|1815|12000.000|20260202|E1C11001|7183772540|0.00000|2
000000000071585385|1815|2400.000|20260202|G0105017|71585385|0.00000|1
000000000071837166|1815|3000.000|20260202|F0605001|71837166|0.00000|1
000000007183716640|1815|6000.000|20260202|F0605004|7183716640|0.00000|1
000000000070471664|1815|10800.000|20260202|E1C11001|70471664|0.00000|2
000000007277117630|1815|1950.000|20260202|E3C07003|7277117630|0.00000|2
000000007288819930|1815|25200.000|20260202|E3C07003|7288819930|0.00000|2
000000007288949740|1815|600.000|20260202|E3C07003|7288949740|0.00000|2
000000007297008230|1815|450.000|20260202|E3C07003|7297008230|0.00000|2
000000007297009130|1815|750.000|20260202|E3C07003|7297009130|0.00000|2
000000007297009230|1815|750.000|20260202|E3C07003|7297009230|0.00000|2
000000007297009330|1815|4050.000|20260202|E3C07003|7297009330|0.00000|2
000000007297009430|1815|1650.000|20260202|E3C07003|7297009430|0.00000|2
000000007297009530|1815|150.000|20260202|E3C07003|7297009530|0.00000|2
000000007297010130|1815|6300.000|20260202|E3C07003|7297010130|0.00000|2
000000007297074330|1815|450.000|20260202|E3C07003|7297074330|0.00000|2
000000007297074630|1815|2550.000|20260202|E3C07003|7297074630|0.00000|2
000000007297452830|1815|1303.000|20260202|E3C07003|7297452830|0.00000|2
000000007297478740|1815|4350.000|20260202|E3C07003|7297478740|0.00000|2
000000007297513030|1815|600.000|20260202|E3C07003|7297513030|0.00000|2
000000007297514230|1815|2100.000|20260202|E3C07003|7297514230|0.00000|2
000000007297706330|1815|1350.000|20260202|E3C07003|7297706330|0.00000|2
000000007297707130|1815|1500.000|20260202|E3C07003|7297707130|0.00000|2
000000007297870730|1815|450.000|20260202|E3C07003|7297870730|0.00000|2
000000007297871230|1815|1950.000|20260202|E3C07003|7297871230|0.00000|2
000000000072821060|1815|31600.000|20260202|E3C01002|72821060|0.00000|2
000000000072821198|1815|3840.000|20260202|E3C01002|72821198|0.00000|2
000000000072831556|1815|150000.000|20260202|E3C10018|72831556|0.00000|2
000000000072834576|1815|48600.000|20260202|E2C14001|72834576|0.00000|2
000000000072834577|1815|8640.000|20260202|E2C14001|72834577|0.00000|2
000000000072834578|1815|20160.000|20260202|E2C14001|72834578|0.00000|2
000000000072835830|1815|35000.000|20260202|E3C10007|72835830|0.00000|2
000000000072837062|1815|2080.000|20260202|E3C04001|72837062|0.00000|2
000000000072837433|1815|24000.000|20260202|E3C01002|72837433|0.00000|2
000000000072838349|1815|18000.000|20260202|E3C01002|72838349|0.00000|2
000000000072851328|1815|20052.000|20260202|E3C03001|72851328|0.00000|2
000000000072851961|1815|264.000|20260202|E3C02001|72851961|0.00000|2
000000000072871915|1815|35640.000|20260202|E3C01002|72871915|0.00000|2
000000000072871916|1815|22080.000|20260202|E2C14001|90980-12767|0.00000|2
000000000072871919|1815|42250.000|20260202|E2C14001|72871919|0.00000|2
000000000072873831|1815|14976.000|20260202|E3C12002|72873831|0.00000|2
000000000072894764|1815|83564.000|20260202|E3C03001|72894764|0.00000|2
000000000072894885|1815|77000.000|20260202|E2C15007|72894885|0.00000|2
000000000072986330|1815|5940.000|20260202|E3C04001|72986330|0.00000|2
000000000072986331|1815|2448.000|20260202|E3C02001|72986331|0.00000|2
000000000072986332|1815|9408.000|20260202|E3C04001|72986332|0.00000|2
000000007222621440|1815|3201.000|20260202|E3C04001|7222621440|0.00000|2
000000007223622440|1815|7200.000|20260202|E3C05001|24342 OP180|0.00000|2
000000007225960960|1815|11004.000|20260202|E3C07001|7225960960|0.00000|2
000000007282321430|1815|4240.000|20260202|E3C01001|7282321430|0.00000|2
000000007282344040|1815|110000.000|20260202|E3C01002|7282344040|0.00000|2
000000007282344140|1815|65000.000|20260202|E3C01002|7282344140|0.00000|2
000000007282344360|1815|130000.000|20260202|E3C01002|7282344360|0.00000|2
000000007282374040|1815|40000.000|20260202|E3C04001|7282374040|0.00000|2
000000007282419030|1815|7800.000|20260202|E3C01002|19115704|0.00000|2
000000007282457830|1815|6720.000|20260202|E2C14001|7282457830|0.00000|2
000000007282457840|1815|6720.000|20260202|E2C14001|7282457840|0.00000|2
000000007282554310|1815|3200.000|20260202|E3C01001|7282554310|0.00000|2
000000007282607530|1815|90000.000|20260202|E3C03001|7282607530|0.00000|2
000000007282644340|1815|190125.000|20260202|E3C10020|7282644340|0.00000|2
000000007282644840|1815|4608.000|20260202|E3C01002|7282644840|0.00000|2
000000007282644940|1815|230000.000|20260202|E3C10025|7282644940|0.00000|2
000000007282645360|1815|4200.000|20260202|E3C01002|89047072|0.00000|2
000000007282645470|1815|70000.000|20260202|E3C01002|7282645470|0.00000|2
000000007282645840|1815|55000.000|20260202|E3C05001|7282645840|0.00000|2
000000007282645940|1815|90000.000|20260202|E3C12006|89047070|0.00000|2
000000007282646640|1815|70000.000|20260202|E3C01002|7282646640|0.00000|2
000000007282646940|1815|40000.000|20260202|E3C01002|7282646940|0.00000|2
000000007282656040|1815|15000.000|20260202|E3C01001|19153179|0.00000|2
000000007282656140|1815|20000.000|20260202|E3C01002|7282656140|0.00000|2
000000007282656840|1815|7800.000|20260202|E3C01002|88988270|0.00000|2
000000007282656940|1815|6900.000|20260202|E3C02001|13587883|0.00000|2
000000007283175130|1815|3024.000|20260202|E3C01001|7283175130|0.00000|2
000000007283243230|1815|4860.000|20260202|E3C01001|7283243230|0.00000|2
000000007283304290|1815|2430.000|20260202|E3C01002|7283304290|0.00000|2
000000007283310810|1815|75600.000|20260202|E3C12005|13501883|0.00000|2
000000007283321430|1815|37248.000|20260202|E3C10034|7283321430|0.00000|2
000000007283321530|1815|37248.000|20260202|E3C10034|7283321530|0.00000|2
000000007283324340|1815|10000.000|20260202|E3C04001|7283324340|0.00000|2
000000007283324460|1815|89000.000|20260202|E3C01001|7283324460|0.00000|2
000000007283344040|1815|80000.000|20260202|E3C01002|7283344040|0.00000|2
000000007283344140|1815|73920.000|20260202|E3C01001|7283344140|0.00000|2
000000007283360110|1815|59472.000|20260202|E3C12005|7283360110|0.00000|2
000000007283374040|1815|93960.000|20260202|E3C10026|7283374040|0.00000|2
000000007283374160|1815|130000.000|20260202|E3C06001|7283374160|0.00000|2
000000007283388530|1815|4160.000|20260202|E3C03001|7283388530|0.00000|2
000000007283401660|1815|35000.000|20260202|E3C01002|7283401660|0.00000|2
000000007283419030|1815|6500.000|20260202|E3C07001|68551708AA|0.00000|2
000000007283454430|1815|20000.000|20260202|E3C01002|89047360|0.00000|2
000000007283454860|1815|630.000|20260202|E3C01002|7283454860|0.00000|2
000000007283457630|1815|25200.000|20260202|E2C14001|7283457630|0.00000|2
000000007283457640|1815|7200.000|20260202|E2C14001|7283457640|0.00000|2
000000007283457690|1815|41400.000|20260202|E2C14001|7283457690|0.00000|2
000000007283457830|1815|960.000|20260202|E2C14001|7283457830|0.00000|2
000000007283554310|1815|2430.000|20260202|E3C02001|7283554310|0.00000|2
000000007283554830|1815|1260.000|20260202|E3C05001|7283554830|0.00000|2
000000007283557010|1815|24528.000|20260202|E3C03001|7283557010|0.00000|2
000000007283557410|1815|6804.000|20260202|E3C12003|7283557410|0.00000|2
000000007283557710|1815|2430.000|20260202|E3C04001|7283557710|0.00000|2
000000007283592710|1815|65610.000|20260202|E3C12003|7283592710|0.00000|2
000000007283607930|1815|90000.000|20260202|E3C10023|7283607930|0.00000|2
000000007283638640|1815|24000.000|20260202|E3C01001|7283638640|0.00000|2
000000007283638740|1815|20553.000|20260202|E3C02001|7283638740|0.00000|2
000000007283638840|1815|20400.000|20260202|E3C01002|88988264|0.00000|2
000000007283644740|1815|148434.000|20260202|E3C10008|88956524|0.00000|2
000000007283644770|1815|6006.000|20260202|E3C10008|7283644770|0.00000|2
000000007283644840|1815|50000.000|20260202|E3C12013|19153181|0.00000|2
000000007283645440|1815|171600.000|20260202|E3C10003|7283645440|0.00000|2
000000007283645470|1815|37752.000|20260202|E3C10003|68631415AA|0.00000|2
000000007283645840|1815|70000.000|20260202|E3C10004|7283645840|0.00000|2
000000007283645940|1815|45000.000|20260202|E3C12013|19167677|0.00000|2
000000007283646940|1815|79560.000|20260202|E3C12002|7283646940|0.00000|2
000000007283656040|1815|44000.000|20260202|E3C03001|7283656040|0.00000|2
000000007283656940|1815|10260.000|20260202|E3C01002|13587884|0.00000|2
000000007283704030|1815|2970.000|20260202|E3C04001|7283704030|0.00000|2
000000007283706240|1815|7280.000|20260202|E3C04001|7283706240|0.00000|2
000000007283716730|1815|1500.000|20260202|E3C01002|7283716730|0.00000|2
000000007283752640|1815|4158.000|20260202|E3C02001|91702PHM J010Y1|0.00000|2
000000007283792930|1815|2860.000|20260202|E3C02001|7283792930|0.00000|2
000000007283839840|1815|20800.000|20260202|E3C04001|6L9T-14489-AA|0.00000|2
000000007283901630|1815|18000.000|20260202|E2C14001|7283901630|0.00000|2
000000007283902830|1815|40000.000|20260202|E3C10006|89047352|0.00000|2
000000007283902940|1815|21000.000|20260202|E3C10006|7283902940|0.00000|2
000000007283904030|1815|22344.000|20260202|E2C15003|15127042|0.00000|2
000000007283904360|1815|120540.000|20260202|E2C15003|7283904360|0.00000|2
000000007283905230|1815|64680.000|20260202|E2C14002|7283905230|0.00000|2
000000007283906890|1815|20580.000|20260202|E2C15003|15127038|0.00000|2
000000007283907630|1815|128184.000|20260202|E2C15003|15136073|0.00000|2
000000007283907880|1815|50568.000|20260202|E2C15003|15136074|0.00000|2
000000007283908090|1815|7644.000|20260202|E2C15003|21997402|0.00000|2
000000007283908830|1815|6930.000|20260202|E3C01001|89047355|0.00000|2
000000007283915030|1815|96.000|20260202|E3C02001|7283915030|0.00000|2
000000007283945030|1815|4704.000|20260202|E3C02001|7283945030|0.00000|2
000000007283974930|1815|7560.000|20260202|E3C04001|7283974930|0.00000|2
000000007286107630|1815|50000.000|20260202|E3C03001|7286107630|0.00000|2
000000007286677930|1815|120000.000|20260202|E3C01002|13581063|0.00000|2
000000007286677960|1815|1800.000|20260202|E3C01001|7286677960|0.00000|2
000000007286975130|1815|7500.000|20260202|E3C03001|7286975130|0.00000|2
000000007286976240|1815|24750.000|20260202|E3C04001|7286976240|0.00000|2
000000007286986010|1815|59040.000|20260202|E3C05001|7286986010|0.00000|2
000000007287002730|1815|33264.000|20260202|E3C10022|7287002730|0.00000|2
000000007287049240|1815|80000.000|20260202|E3C12013|7287049240|0.00000|2
000000007287097330|1815|89100.000|20260202|E3C10017|19178097|0.00000|2
000000007287159530|1815|9072.000|20260202|E3C01001|7287159530|0.00000|2
000000007287159630|1815|19440.000|20260202|E3C04001|7287159630|0.00000|2
000000007287159830|1815|2592.000|20260202|E3C02001|7287159830|0.00000|2
000000007287162730|1815|500.000|20260202|E3C05001|7287162730|0.00000|2
000000007287181240|1815|18700.000|20260202|E3C01002|7287181240|0.00000|2
000000007287191530|1815|35640.000|20260202|E3C01002|7287191530|0.00000|2
000000007287191540|1815|1188.000|20260202|E3C01002|7287191540|0.00000|2
000000007287191590|1815|30888.000|20260202|E3C01002|7287191590|0.00000|2
000000007287199030|1815|178200.000|20260202|E3C10016|7287199030|0.00000|2
000000007287199240|1815|74520.000|20260202|E3C04001|7287199240|0.00000|2
000000007287204730|1815|110000.000|20260202|E3C10019|7287204730|0.00000|2
000000007287326030|1815|149760.000|20260202|E3C12008|13581061|0.00000|2
000000007287357710|1815|69531.000|20260202|E3C10027|7287357710|0.00000|2
000000007287357910|1815|109494.000|20260202|E3C10027|7287357910|0.00000|2
000000007287361610|1815|10780.000|20260202|E3C07001|7287361610|0.00000|2
000000007287574030|1815|33731.000|20260202|E3C03001|7287574030|0.00000|2
000000007287619610|1815|98280.000|20260202|E3C01001|7287619610|0.00000|2
000000007287619710|1815|151200.000|20260202|E3C10015|7287619710|0.00000|2
000000007287752110|1815|5390.000|20260202|E3C02001|7287752110|0.00000|2
000000007287837840|1815|167076.000|20260202|E3C10021|7287837840|0.00000|2
000000007287888140|1815|3200.000|20260202|E3C02001|7287888140|0.00000|2
000000007287888240|1815|5600.000|20260202|E3C02001|7287888240|0.00000|2
000000007287888360|1815|2720.000|20260202|E3C07001|7287888360|0.00000|2
000000007287888460|1815|5600.000|20260202|E3C03001|7287888460|0.00000|2
000000007287888590|1815|3360.000|20260202|E3C03001|7287888590|0.00000|2
000000007287904230|1815|9408.000|20260202|E3C01001|7287904230|0.00000|2
000000007287904360|1815|5376.000|20260202|E3C03001|7287904360|0.00000|2
000000007287919430|1815|22680.000|20260202|E3C12007|7287919430|0.00000|2
000000007287926610|1815|20412.000|20260202|E3C05001|7287926610|0.00000|2
000000007287935530|1815|57600.000|20260202|E2C13006|7287935530|0.00000|2
000000007287975130|1815|22500.000|20260202|E3C05001|7287975130|0.00000|2
000000007287935830|1815|6160.000|20260202|E3C03001|7287935830|0.00000|2
000000007287976240|1815|15000.000|20260202|E3C05001|7287976240|0.00000|2
000000007287981410|1815|55404.000|20260202|E3C03001|7287981410|0.00000|2
000000007288302910|1815|130000.000|20260202|E3C10032|7288302910|0.00000|2
000000007288729530|1815|70800.000|20260202|E2C13008|7288729530|0.00000|2
000000007288729640|1815|15450.000|20260202|E2C13008|7288729640|0.00000|2
000000007288740830|1815|3520.000|20260202|E3C06001|7288740830|0.00000|2
000000007288875130|1815|44225.000|20260202|E3C01001|7288875130|0.00000|2
000000007289016330|1815|9072.000|20260202|E3C02001|7289016330|0.00000|2
000000007289289540|1815|95480.000|20260202|E2C15006|7289289540|0.00000|2
000000007289289790|1815|45000.000|20260202|E2C14001|7289289790|0.00000|2
000000007289366640|1815|6864.000|20260202|E3C04001|7289366640|0.00000|2
000000007289396130|1815|1350.000|20260202|E3C05001|7289396130|0.00000|2
000000007289399380|1815|1536.000|20260202|E3C05001|7289399380|0.00000|2
